parameter,value
"Total consumption",6861.153
"Sum of all exports",1160.332
"Sum of all respiratory flows",2416.574
"Sum of all flows into detritus",3942.1
"Total system throughput",14380.16
"Sum of all production",5312.545
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006484227
"Calculated total net primary production",3521.806
"Total primary production/total respiration",1.457355
"Net system production",1105.232
"Total primary production/total biomass",8.136747
"Total biomass/total throughput",0.03009892
"Total biomass (excluding detritus)",432.8273
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2005015
"Total market value",2.14144
"Total shadow value",0.06978285
"Total value",2.211223
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4980713
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.029923
