parameter,value
"Total consumption",6829.322
"Sum of all exports",1164.156
"Sum of all respiratory flows",2432.054
"Sum of all flows into detritus",3897.545
"Total system throughput",14323.08
"Sum of all production",5298.707
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006446083
"Calculated total net primary production",3542.647
"Total primary production/total respiration",1.456648
"Net system production",1110.593
"Total primary production/total biomass",8.232141
"Total biomass/total throughput",0.03004545
"Total biomass (excluding detritus)",430.3433
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000709
"Total market value",2.14144
"Total shadow value",0.07031699
"Total value",2.211757
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4986056
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.030169
