GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009770882,0.04887484,6.036606,0,0.008096411,0,0,0,0,0.04887484,1
2,Salmon_sharks,0.2153113,0.09903539,6.009783,0.5380375,0.01647903,0.05328475,0,0,0,0.04575064,0.4619625
3,Resident_orca,0.01522993,0.05040776,8.837204,0,0.00570404,0,0,0,0,0.05040776,1
4,Sleeper_sharks,0.1110079,0.07039348,3.649923,0,0.01928629,0,0,0,0,0.07039348,1
5,Halibut,0.6913586,0.3245034,1.741407,0.2440585,0.1863455,0.02479831,0.0543995,0,0,0.2453056,0.9235808
6,Pinnipeds,0.07263262,0.06090519,25.76725,0.775059,0.002363667,0.009083756,0.03812136,0,0,0.01370007,0.8508542
7,Porpoise,0.01467473,0.1489921,29.14357,0.9271834,0.00511235,0.0002744799,0.1378686,0,0,0.0108491,0.9981577
8,Lingcod,0.07832133,0.5615763,3.259012,0.8384939,0.1723149,0.02028119,0.4505971,0,0,0.09069801,0.9638852
9,Arrowtooth_L,3.906928,0.2496917,1.449118,0.1401938,0.1723059,0.0003736675,0.03463155,0,0,0.2146864,0.9985035
10,Salmon_L,3.325689,1.490812,11.77692,0.7203364,0.1265876,0.5591384,0.5147482,0,0,0.4169259,0.6249439
11,Pacific_cod,0.2958127,1.200609,4.122403,0.6892678,0.29124,0.2243051,0.6032358,0,0,0.3730679,0.8131739
12,Sablefish,0.4705704,0.5766137,6.386942,0.84741,0.09028009,0.03976091,0.4488674,0,0,0.08798551,0.9310441
13,Arrowtooth_S,0.2327536,0.2198411,3.294063,0.9562818,0.06673858,0,0.21023,0,0,0.009611048,1
14,Spiny_dogfish,0.1586444,0.0889931,2.943526,0.7436312,0.03023351,0,0.06617805,0,0,0.02281505,1
15,Avian_raptors,0.00327328,0.04814994,36.18225,0,0.001330761,0,0,0,0,0.04814994,1
16,Octopods,0.1582173,3.080388,11.81922,0.9397415,0.2606254,0.00146057,2.893308,0,0,0.1856196,0.9995258
17,Seabirds,0.02171319,0.1712134,150.6552,0.6673211,0.001136459,0,0.1142543,0,0,0.05695907,1
18,Deep_demersals,1.001516,1.01102,3.169175,0.9243611,0.3190167,0.002697787,0.9318494,0,0,0.07647246,0.9973316
19,Pollock_L,4.935423,1.275236,2.599155,0.5778476,0.4906349,0.0330152,0.7038769,0,0,0.538344,0.9741105
20,Rockfish,1.039805,0.2896397,3.49291,0.79277,0.08292217,0.01318424,0.2164334,0,0,0.06002203,0.9544805
21,Baleen_whales,0.148542,0.05048666,11.11317,0.07491185,0.004542957,0,0.003782049,0,0,0.04670461,1
22,Salmon_fry_S,0.7345144,2.168692,27.03766,0.1822059,0.08021005,0,0.3951485,0,0,1.773543,1
23,Nshore_demersal,4.207623,1.003678,4.24106,0.7845352,0.2366573,3.819025E-05,0.7873823,0,0,0.2162572,0.999962
