parameter,value
"Total consumption",6727.318
"Sum of all exports",1163.17
"Sum of all respiratory flows",2408.063
"Sum of all flows into detritus",3888.247
"Total system throughput",14186.8
"Sum of all production",5234.232
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006496994
"Calculated total net primary production",3514.886
"Total primary production/total respiration",1.459632
"Net system production",1106.823
"Total primary production/total biomass",8.184522
"Total biomass/total throughput",0.03027147
"Total biomass (excluding detritus)",429.4553
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001919
"Total market value",2.14144
"Total shadow value",0.07140514
"Total value",2.212845
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4996938
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034455
