GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009963959,0.04974849,6.166874,0,0.008067052,0,0,0,0,0.04974849,1
2,Salmon_sharks,0.2230665,0.0998769,6.070088,0.5149563,0.01645395,0.05143224,0,0,0,0.04844466,0.4850437
3,Resident_orca,0.01491054,0.04960534,8.64534,0,0.005737812,0,0,0,0,0.04960534,1
4,Sleeper_sharks,0.1154263,0.07121228,3.652159,0,0.01949868,0,0,0,0,0.07121228,1
5,Halibut,0.674827,0.3212975,1.712985,0.2570481,0.1875658,0.0254058,0.05718311,0,0,0.2387086,0.9209275
6,Pinnipeds,0.07319334,0.05858719,26.02007,0.8265201,0.002251616,0.009014167,0.03940932,0,0,0.0101637,0.846141
7,Porpoise,0.01511147,0.1550379,29.70784,0.9013434,0.005218754,0.0002665472,0.1394759,0,0,0.01529551,0.9982808
8,Lingcod,0.07605753,0.5684622,3.382282,0.8927602,0.1680706,0.02088485,0.4866155,0,0,0.0609618,0.9632608
9,Arrowtooth_L,3.841806,0.2578479,1.45076,0.1436235,0.177733,0.0003800015,0.03665303,0,0,0.2208149,0.9985263
10,Salmon_L,3.366302,1.546808,11.95437,0.6937478,0.1293927,0.5523925,0.5207022,0,0,0.4737135,0.6428823
11,Pacific_cod,0.300221,1.206784,3.9744,0.6937245,0.3036393,0.2210115,0.6161643,0,0,0.3696084,0.8168591
12,Sablefish,0.4928571,0.5599518,6.364102,0.8667772,0.08798598,0.03796295,0.4473905,0,0,0.07459832,0.9322032
13,Arrowtooth_S,0.2397769,0.2139106,3.273258,0.9710009,0.06535099,0,0.2077074,0,0,0.006203227,1
14,Spiny_dogfish,0.1612416,0.09266195,3.073189,0.7352992,0.03015172,0,0.06813425,0,0,0.0245277,1
15,Avian_raptors,0.003263118,0.04822462,36.41803,0,0.001324196,0,0,0,0,0.04822462,1
16,Octopods,0.1598798,3.099219,11.87455,0.9218683,0.2609967,0.001445382,2.855626,0,0,0.2421473,0.9995337
17,Seabirds,0.0223911,0.1665702,155.5364,0.6679902,0.001070941,0,0.1112673,0,0,0.05530293,1
18,Deep_demersals,1.028488,0.9900821,3.248543,0.9378403,0.3047773,0.002627037,0.925912,0,0,0.06154317,0.9973466
19,Pollock_L,5.027221,1.286343,2.658075,0.5637907,0.4839377,0.03241234,0.6928158,0,0,0.5611146,0.9748027
20,Rockfish,1.050839,0.3017538,3.405409,0.780791,0.08861014,0.0130458,0.2225609,0,0,0.06614713,0.9567667
21,Baleen_whales,0.14879,0.04999164,11.00643,0.07868207,0.004542039,0,0.003933446,0,0,0.0460582,1
22,Salmon_fry_S,0.8061897,2.22826,27.28248,0.1680126,0.08167365,0,0.3743758,0,0,1.853884,1
23,Nshore_demersal,4.083884,1.018885,4.191128,0.8036522,0.2431053,3.934739E-05,0.81879,0,0,0.2000559,0.9999614
24,Squids,2.976605,2.934259,15.09111,0.9596182,0.1944362,3.937523E-05,2.815729,0,0,0.1184908,0.9999866
25,Eulachon,1.089689,2.414577,18.48333,0.7165769,0.1306354,0.0001198997,1.73011,0,0,0.6843469,0.9999503
26,Sea_otters,0.04184272,0.1296802,117.3166,0.005425628,0.001105386,4.24265E-06,0.0006993538,0,0,0.1289766,0.9999673
27,Deep_epibenthos,30.21389,3.012874,9.883744,0.9249838,0.3048313,0.0001547236,2.786705,0,0,0.2260144,0.9999486
28,Capelin,0.4350975,3.410285,17.82801,0.5836626,0.1912881,0.0001475322,1.990308,0,0,1.419829,0.9999567
29,Herring_L,3.083643,0.39412,3.374597,0.936169,0.1167902,0.0003420342,0.3686209,0,0,0.02515709,0.9991322
30,Pollock_S,0.61711,2.354444,7.506168,0.3784699,0.3136679,0,0.8910862,0,0,1.463358,1
31,Invert_eat_seaduck,0.0002748334,0.1981967,151.3758,0.7430274,0.001309302,0,0.1472656,0,0,0.05093113,1
32,Oystercatchers,0.0003106285,0.2983461,149.1076,0.8976278,0.002000878,0,0.2678037,0,0,0.03054235,1
33,Sandlance,0.6024677,2.026501,17.22017,0.725241,0.1176819,0,1.469702,0,0,0.5567994,1
34,Sunflower_stars,0.370736,1.981267,10.27098,0.9454382,0.1928994,0,1.873165,0,0,0.1081015,1
35,Pisaster_Evasterias,0.9785017,1.982399,9.986115,0.6004982,0.1985156,0,1.190427,0,0,0.791972,1
36,Leather_stars,0.9786127,2.024569,10.03459,0.5383711,0.201759,0,1.08997,0,0,0.9345996,1
37,Cucumbers,0.5114238,0.5981477,3.356582,0.7649135,0.1782015,1.46845E-07,0.4575312,0,0,0.1406165,0.9999998
38,Urchins,0.6071406,0.6074297,2.857071,0.7445533,0.2126057,3.195306E-07,0.4522635,0,0,0.1551659,0.9999995
39,Helmet_crab,0.7778177,2.061542,9.928125,0.8979196,0.2076466,0,1.851099,0,0,0.210443,1
40,Herring_S,2.010538,1.443879,7.8322,0.7830458,0.1843516,0,1.130623,0,0,0.3132555,1
41,Jellies,6.236192,5.039312,29.57427,0.05750799,0.1703952,0,0.2898007,0,0,4.749512,1
42,Deep_infauna_S,49.01664,2.971778,23.12327,0.9293923,0.1285189,0,2.761948,0,0,0.2098305,1
43,Zoopl_near_onmiv,0.106794,7.997119,26.43054,0.679976,0.3025711,0,5.437849,0,0,2.55927,1
44,Zoop_omniv,25.016,11.99111,22.38019,0.8005483,0.5357916,0,9.599466,0,0,2.391649,1
45,Shallow_infauna_S,50.35878,3.7921,22.76335,0.9021029,0.1665879,0,3.420865,0,0,0.3712354,1
46,Meiofauna,4.566842,4.339274,22.24379,0.9680685,0.195078,0,4.200714,0,0,0.1385596,1
47,Deep_infauna_L,28.50142,0.5955724,23.7107,0.9394096,0.02511829,0,0.5594864,0,0,0.03608596,1
48,Snail_crust_S,17.9182,2.360534,9.809063,0.9799397,0.2406483,9.009163E-07,2.313181,0,0,0.04735303,0.9999996
49,Mussels,8.615208,2.327225,10.12627,0.3734242,0.2298205,4.644253E-07,0.8690418,0,0,1.458183,0.9999998
50,Barnacles,8.892218,2.260348,10.12126,0.325174,0.2233267,0,0.7350065,0,0,1.525342,1
51,Shallow_infauna_clams,12.87119,0.5992497,22.57175,0.6061781,0.02654866,3.852994E-05,0.3632135,0,0,0.2359976,0.9999357
52,Zoopl_near_herb,2.332225,27.64917,91.04722,0.8116279,0.3036795,0,22.44084,0,0,5.208334,1
53,Zoopl_herb,29.88399,23.91034,50.39211,0.6895466,0.4744859,0,16.4873,0,0,7.423046,1
54,Phyto_near,5.307098,192.8527,0,0.9642406,-9999,0,185.9564,0,0,6.896307,1
55,Phyto_off,11.19818,187.8758,0,0.9235221,-9999,0,173.5074,0,0,14.36835,1
56,Fucus,25.16933,3.822067,0,0.01899184,-9999,0,0.07258809,0,0,3.749479,1
57,Subtidal_kelps,25.7394,4.019959,0,0.1757056,-9999,0,0.7063293,0,0,3.31363,1
58,Macroalgae_other,25.70445,4.072524,0,0.2501947,-9999,0,1.018924,0,0,3.0536,1
