parameter,value
"Total consumption",6901.401
"Sum of all exports",1190.764
"Sum of all respiratory flows",2477.232
"Sum of all flows into detritus",3991.337
"Total system throughput",14560.73
"Sum of all production",5367.564
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006318552
"Calculated total net primary production",3614.15
"Total primary production/total respiration",1.458947
"Net system production",1136.918
"Total primary production/total biomass",8.325392
"Total biomass/total throughput",0.02981386
"Total biomass (excluding detritus)",434.1117
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001298
"Total market value",2.14144
"Total shadow value",0.07249328
"Total value",2.213933
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5007819
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.027658
