GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009952793,0.04899177,6.019261,0,0.008139166,0,0,0,0,0.04899177,1
2,Salmon_sharks,0.2128676,0.09707518,5.716418,0.5552033,0.01698182,0.05389646,0,0,0,0.04317872,0.4447967
3,Resident_orca,0.01504079,0.04948653,8.494602,0,0.005825643,0,0,0,0,0.04948653,1
4,Sleeper_sharks,0.1091759,0.07237234,3.582963,0,0.02019902,0,0,0,0,0.07237234,1
5,Halibut,0.6696793,0.3231449,1.788055,0.245051,0.1807242,0.0256011,0.05358589,0,0,0.2439579,0.9207752
6,Pinnipeds,0.07235985,0.05621427,26.26699,0.8535818,0.00214011,0.009117999,0.03886548,0,0,0.008230789,0.8377992
7,Porpoise,0.01472306,0.1498325,29.09803,0.9333469,0.005149233,0.0002735789,0.1395721,0,0,0.009986798,0.9981741
8,Lingcod,0.07757044,0.5875681,3.192911,0.8293813,0.1840227,0.02047752,0.4668405,0,0,0.1002501,0.9651487
9,Arrowtooth_L,3.920852,0.25674,1.415058,0.1310541,0.1814343,0.0003723405,0.03327448,0,0,0.2230932,0.9985498
10,Salmon_L,3.362677,1.482889,12.04145,0.7033978,0.1231487,0.5529881,0.490073,0,0,0.4398282,0.6270874
11,Pacific_cod,0.2952121,1.206793,3.914775,0.6893265,0.3082662,0.2247615,0.6071128,0,0,0.3749185,0.8137531
12,Sablefish,0.4901074,0.5842691,6.374965,0.7764917,0.09165055,0.03817593,0.4155042,0,0,0.130589,0.9346604
13,Arrowtooth_S,0.2424162,0.2105447,3.193758,0.9432025,0.0659238,0,0.1985862,0,0,0.01195841,1
14,Spiny_dogfish,0.1577393,0.09287357,3.108275,0.6739297,0.02987946,0,0.06259026,0,0,0.03028332,1
15,Avian_raptors,0.003275777,0.05009894,36.42309,0,0.001375472,0,0,0,0,0.05009894,1
16,Octopods,0.1501237,3.142851,11.75129,0.9475025,0.2674474,0.001539313,2.97632,0,0,0.1649918,0.9995102
17,Seabirds,0.02221005,0.1727589,150.9726,0.6514775,0.001144306,0,0.1125485,0,0,0.06021036,1
18,Deep_demersals,1.019426,1.020176,3.204926,0.8997108,0.3183151,0.002650389,0.9152135,0,0,0.1023126,0.997402
19,Pollock_L,4.99705,1.315358,2.686438,0.5526891,0.489629,0.03260804,0.6943758,0,0,0.5883739,0.9752098
20,Rockfish,1.054762,0.2984363,3.404789,0.7563924,0.08765193,0.01299729,0.2127377,0,0,0.07270137,0.9564487
21,Baleen_whales,0.1480467,0.04959181,10.98107,0.07771936,0.004516118,0,0.003854244,0,0,0.04573757,1
22,Salmon_fry_S,0.7288604,2.138075,27.62716,0.1911679,0.07739031,0,0.4087313,0,0,1.729344,1
23,Nshore_demersal,4.208413,1.005455,4.173903,0.781617,0.2408909,3.818308E-05,0.7858427,0,0,0.2195743,0.999962
24,Squids,2.955768,3.044163,15.36159,0.920484,0.1981672,3.96528E-05,2.802064,0,0,0.2420597,0.9999869
25,Eulachon,1.145233,2.527733,18.09548,0.6333523,0.1396887,0.0001140845,1.600831,0,0,0.9267874,0.9999549
26,Sea_otters,0.04116007,0.1269129,114.4892,0.005495662,0.001108514,4.313015E-06,0.0006931574,0,0,0.1262154,0.999966
27,Deep_epibenthos,29.23999,3.044745,10.06928,0.9341186,0.3023797,0.000159877,2.843993,0,0,0.2005922,0.9999475
28,Capelin,0.4492088,3.494966,18.02435,0.5376245,0.1939024,0.0001428977,1.878837,0,0,1.615986,0.9999591
29,Herring_L,2.931366,0.3957202,3.46591,0.9668593,0.114175,0.000359802,0.3822459,0,0,0.01311443,0.9990908
30,Pollock_S,0.6510663,2.402356,7.545923,0.350464,0.3183648,0,0.8419393,0,0,1.560417,1
31,Invert_eat_seaduck,0.0002778453,0.1964349,149.9932,0.7230033,0.001309625,0,0.1420231,0,0,0.05441182,1
32,Oystercatchers,0.0002957449,0.2989737,147.8226,0.9446029,0.002022517,0,0.2824115,0,0,0.01656228,1
33,Sandlance,0.5958543,2.088643,18.01418,0.6910436,0.1159444,0,1.443343,0,0,0.6452996,1
34,Sunflower_stars,0.3659111,1.988626,10.02444,0.9549739,0.1983777,0,1.899086,0,0,0.08954012,1
35,Pisaster_Evasterias,0.9830675,2.01379,9.841387,0.5907624,0.2046246,0,1.189672,0,0,0.8241185,1
36,Leather_stars,1.000401,2.033196,9.903665,0.5286497,0.2052974,0,1.074849,0,0,0.9583477,1
37,Cucumbers,0.5139897,0.5936909,3.391764,0.7619325,0.175039,1.461119E-07,0.4523522,0,0,0.1413385,0.9999998
38,Urchins,0.5880854,0.5998673,2.877541,0.7494709,0.2084652,3.29884E-07,0.4495828,0,0,0.1502842,0.9999995
39,Helmet_crab,0.8030985,1.981302,10.04599,0.9023149,0.1972231,0,1.787758,0,0,0.1935436,1
40,Herring_S,1.893383,1.431983,8.014941,0.8227512,0.1786643,0,1.178166,0,0,0.2538174,1
41,Jellies,6.321094,4.950774,28.86071,0.05414064,0.1715402,0,0.2680381,0,0,4.682736,1
42,Deep_infauna_S,49.92047,3.082259,22.28738,0.8661746,0.1382961,0,2.669775,0,0,0.4124844,1
43,Zoopl_near_onmiv,0.1103743,7.996902,25.74789,0.6551654,0.3105847,0,5.239294,0,0,2.757608,1
44,Zoop_omniv,25.12645,11.92009,22.45127,0.7946156,0.5309317,0,9.471887,0,0,2.4482,1
45,Shallow_infauna_S,52.1996,3.734519,22.80348,0.9175667,0.1637696,0,3.42667,0,0,0.3078488,1
46,Meiofauna,4.831298,4.352512,22.84166,0.9479424,0.1905514,0,4.12593,0,0,0.2265814,1
47,Deep_infauna_L,28.09495,0.5969136,23.43904,0.9359218,0.02546664,0,0.5586644,0,0,0.03824912,1
48,Snail_crust_S,19.25739,2.29389,10.17498,0.9642847,0.2254443,8.382652E-07,2.211963,0,0,0.08192708,0.9999996
49,Mussels,8.562131,2.295641,9.964401,0.3851065,0.2303843,4.673042E-07,0.8840659,0,0,1.411575,0.9999998
50,Barnacles,8.682429,2.330828,10.06288,0.3305975,0.2316265,0,0.7705661,0,0,1.560262,1
51,Shallow_infauna_clams,12.13705,0.5692543,22.73439,0.6499943,0.02503935,4.086052E-05,0.3699712,0,0,0.1992423,0.9999282
52,Zoopl_near_herb,2.460452,26.49494,87.73077,0.8028582,0.3020028,0,21.27168,0,0,5.22326,1
53,Zoopl_herb,29.83121,24.90795,48.92221,0.6566465,0.5091337,0,16.35571,0,0,8.552231,1
54,Phyto_near,5.478596,193.3419,0,0.9590299,-9999,0,185.4207,0,0,7.921235,1
55,Phyto_off,10.58355,189.9951,0,0.9446205,-9999,0,179.4733,0,0,10.52184,1
56,Fucus,25.05063,3.992855,0,0.02026647,-9999,0,0.08092109,0,0,3.911934,1
57,Subtidal_kelps,25.98782,4.175197,0,0.1755968,-9999,0,0.7331512,0,0,3.442045,1
58,Macroalgae_other,25.21688,4.067463,0,0.2759646,-9999,0,1.122476,0,0,2.944987,1
59,Eelgrass,23.83408,3.926421,0,0,-9999,0,0,0,0,3.926421,1
60,Nekton_falls,2,-9999,-9999,0.7494614,-9999,0,0,0,-1.25,-2505.135,1
61,Inshore_detritus,19.52,-9999,-9999,0.7097629,-9999,0,0,0,-0.2459016,-2902.081,1
62,Offshore_detritus,114.48,-9999,-9999,0.5739926,-9999,0,0,0,-0.04192872,-4259.648,1
