parameter,value
"Total consumption",6712.153
"Sum of all exports",1167.609
"Sum of all respiratory flows",2362.311
"Sum of all flows into detritus",3892.594
"Total system throughput",14134.67
"Sum of all production",5229.604
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006572049
"Calculated total net primary production",3474.745
"Total primary production/total respiration",1.470909
"Net system production",1112.434
"Total primary production/total biomass",8.084221
"Total biomass/total throughput",0.03040879
"Total biomass (excluding detritus)",429.8182
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2003862
"Total market value",2.14144
"Total shadow value",0.07258032
"Total value",2.21402
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5008689
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.029431
