parameter,value
"Total consumption",6739.954
"Sum of all exports",1039.826
"Sum of all respiratory flows",2453.276
"Sum of all flows into detritus",3747.528
"Total system throughput",13980.58
"Sum of all production",5118.341
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006642301
"Calculated total net primary production",3437.995
"Total primary production/total respiration",1.401389
"Net system production",984.7183
"Total primary production/total biomass",8.069196
"Total biomass/total throughput",0.03047541
"Total biomass (excluding detritus)",426.0641
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2005139
"Total market value",2.14144
"Total shadow value",0.07230032
"Total value",2.21374
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.500589
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.036021
