GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.001046379,0.05069177,6.044962,0,0.008385788,0,0,0,0,0.05069177,1
2,Salmon_sharks,0.21854,0.09963851,5.987204,0.5268798,0.01664191,0.05249752,0,0,0,0.04714099,0.4731202
3,Resident_orca,0.0148801,0.0507685,8.648978,0,0.005869885,0,0,0,0,0.0507685,1
4,Sleeper_sharks,0.112258,0.07064477,3.555324,0,0.01987014,0,0,0,0,0.07064477,1
5,Halibut,0.6673821,0.3198595,1.730664,0.251251,0.1848189,0.02568922,0.0546758,0,0,0.2394945,0.919686
6,Pinnipeds,0.0706341,0.05913432,26.1214,0.8688484,0.002263827,0.009340772,0.04203798,0,0,0.007755558,0.8420414
7,Porpoise,0.01490057,0.1478076,28.62461,0.9869552,0.005163654,0.0002703198,0.1456091,0,0,0.001928125,0.9981712
8,Lingcod,0.07966884,0.5866536,3.285832,0.769827,0.1785404,0.01993816,0.4316837,0,0,0.1350318,0.9660137
9,Arrowtooth_L,3.875655,0.2578007,1.42872,0.1350271,0.1804417,0.0003766826,0.03443338,0,0,0.2229906,0.9985389
10,Salmon_L,3.469185,1.586396,11.85419,0.6483715,0.1338258,0.5360107,0.4925635,0,0,0.5578222,0.6621206
11,Pacific_cod,0.2975913,1.20998,4.044916,0.6792187,0.299136,0.2229645,0.5988765,0,0,0.3881389,0.8157288
12,Sablefish,0.500213,0.565366,6.234609,0.8163765,0.09068187,0.03740468,0.4241469,0,0,0.1038145,0.9338399
13,Arrowtooth_S,0.2422802,0.2164056,3.224957,0.9070847,0.06710339,0,0.1962982,0,0,0.02010739,1
14,Spiny_dogfish,0.156901,0.09221349,3.062445,0.7337497,0.03011107,0,0.06766163,0,0,0.02455186,1
15,Avian_raptors,0.003329176,0.05009645,36.60984,0,0.001368387,0,0,0,0,0.05009645,1
16,Octopods,0.1493976,3.086329,11.97137,0.9713426,0.2578092,0.001546794,2.996336,0,0,0.08844628,0.9994988
17,Seabirds,0.02224919,0.1682579,146.7514,0.6826155,0.001146551,0,0.1148554,0,0,0.05340246,1
