parameter,value
"Total consumption",6864.39
"Sum of all exports",1246.051
"Sum of all respiratory flows",2470.558
"Sum of all flows into detritus",4017.961
"Total system throughput",14598.96
"Sum of all production",5401.641
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006236
"Calculated total net primary production",3661.994
"Total primary production/total respiration",1.482254
"Net system production",1191.436
"Total primary production/total biomass",8.471252
"Total biomass/total throughput",0.02961065
"Total biomass (excluding detritus)",432.2848
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001549
"Total market value",2.14144
"Total shadow value",0.0721406
"Total value",2.213581
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5004293
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034018
