GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.001005952,0.05027088,6.092638,0,0.008251087,0,0,0,0,0.05027088,1
2,Salmon_sharks,0.2221566,0.09827225,5.87835,0.5255084,0.01671766,0.05164289,0,0,0,0.04662936,0.4744916
3,Resident_orca,0.01485008,0.05098127,8.795512,0,0.005796283,0,0,0,0,0.05098127,1
4,Sleeper_sharks,0.1116947,0.07229067,3.681842,0,0.01963438,0,0,0,0,0.07229067,1
5,Halibut,0.6842358,0.3140622,1.746218,0.2540212,0.1798528,0.02505646,0.05472202,0,0,0.2342838,0.9202182
6,Pinnipeds,0.07239515,0.06049578,25.76759,0.8075815,0.002347747,0.009113552,0.03974172,0,0,0.0116405,0.8493522
7,Porpoise,0.01496451,0.1497782,29.66751,0.9397488,0.005048559,0.0002691648,0.1404847,0,0,0.009024319,0.9982029
8,Lingcod,0.07788272,0.5636982,3.334048,0.8608576,0.1690732,0.02039541,0.4648685,0,0,0.07843431,0.9638186
9,Arrowtooth_L,3.910722,0.2549891,1.464912,0.1391435,0.1740645,0.000373305,0.03510679,0,0,0.2195091,0.998536
10,Salmon_L,3.501513,1.537307,11.83562,0.664709,0.1298881,0.5310619,0.4907998,0,0,0.5154451,0.6545504
11,Pacific_cod,0.3008988,1.177228,4.005819,0.7027646,0.2938794,0.2205137,0.6068004,0,0,0.3499138,0.812684
12,Sablefish,0.479438,0.5721741,6.376786,0.8499972,0.08972766,0.0390255,0.4473209,0,0,0.08582771,0.9317943
13,Arrowtooth_S,0.2387293,0.2081057,3.309564,0.9860927,0.06288009,0,0.2052115,0,0,0.002894179,1
14,Spiny_dogfish,0.1606346,0.08953929,3.042154,0.7366736,0.02943286,0,0.06596123,0,0,0.02357806,1
15,Avian_raptors,0.003362143,0.05122552,36.66788,0,0.001397013,0,0,0,0,0.05122552,1
16,Octopods,0.1557349,3.125137,11.74251,0.9497213,0.2661388,0.001483851,2.966525,0,0,0.1571277,0.9995252
17,Seabirds,0.02194317,0.1663266,149.666,0.7075237,0.001111318,0,0.11768,0,0,0.0486466,1
18,Deep_demersals,1.004002,0.996334,3.250526,0.9449652,0.3065147,0.002691104,0.9388099,0,0,0.05483306,0.997299
19,Pollock_L,4.882362,1.278964,2.702551,0.5869823,0.4732432,0.03337401,0.7173551,0,0,0.5282348,0.9739054
20,Rockfish,1.027888,0.3013312,3.56755,0.7808151,0.08446445,0.01333709,0.2219468,0,0,0.06604724,0.9557394
21,Baleen_whales,0.1529472,0.04930812,10.79288,0.07740559,0.00456858,0,0.003816724,0,0,0.0454914,1
22,Salmon_fry_S,0.8159845,2.175667,26.95875,0.1661852,0.08070354,0,0.3615637,0,0,1.814103,1
23,Nshore_demersal,4.307186,1.020261,4.310945,0.7651069,0.2366676,3.730747E-05,0.7805712,0,0,0.2396522,0.9999635
24,Squids,3.043108,3.065531,15.10819,0.9000107,0.2029052,3.851473E-05,2.758972,0,0,0.3065203,0.9999874
25,Eulachon,1.075612,2.50928,17.85747,0.6893208,0.1405171,0.0001214689,1.729578,0,0,0.7795812,0.9999516
26,Sea_otters,0.04186187,0.1310756,118.4475,0.005351747,0.001106614,4.240709E-06,0.0006972426,0,0,0.1303741,0.9999676
27,Deep_epibenthos,29.70747,3.017301,10.09426,0.9442872,0.2989126,0.0001573612,2.849042,0,0,0.1681022,0.9999478
28,Capelin,0.4529043,3.537321,17.5477,0.5413418,0.2015832,0.0001417317,1.914758,0,0,1.622421,0.9999599
29,Herring_L,3.004255,0.3951254,3.380767,0.953555,0.1168745,0.0003510726,0.3764227,0,0,0.0183516,0.9991115
30,Pollock_S,0.5983778,2.385266,7.666134,0.3943796,0.3111432,0,0.9407002,0,0,1.444566,1
31,Invert_eat_seaduck,0.0002682818,0.1993963,155.4752,0.7546543,0.001282496,0,0.1504753,0,0,0.04892103,1
32,Oystercatchers,0.0003088561,0.3042539,150.7173,0.9183713,0.002018706,0,0.279418,0,0,0.02483586,1
33,Sandlance,0.61039,2.006217,17.89863,0.7265539,0.1120877,0,1.457625,0,0,0.5485922,1
34,Sunflower_stars,0.3788037,1.968288,9.831924,0.9607751,0.2001936,0,1.891082,0,0,0.07720582,1
35,Pisaster_Evasterias,0.998502,2.031582,10.18339,0.5918275,0.1994996,0,1.202346,0,0,0.8292359,1
36,Leather_stars,1.001424,2.018141,10.24138,0.544962,0.1970576,0,1.09981,0,0,0.9183308,1
37,Cucumbers,0.5266532,0.6192074,3.428469,0.7405062,0.1806076,1.425986E-07,0.4585268,0,0,0.1606805,0.9999998
38,Urchins,0.628023,0.6005569,2.770313,0.7358018,0.2167831,3.089059E-07,0.4418904,0,0,0.1586661,0.9999995
39,Helmet_crab,0.8346382,1.984967,9.896214,0.8927224,0.2005784,0,1.772024,0,0,0.2129424,1
40,Herring_S,1.843312,1.392687,7.741648,0.8806074,0.1798954,0,1.22641,0,0,0.1662765,1
41,Jellies,6.418955,5.079387,29.09429,0.05518827,0.1745836,0,0.2803226,0,0,4.799064,1
42,Deep_infauna_S,49.81409,2.900938,23.15743,0.9449483,0.1252703,0,2.741236,0,0,0.1597015,1
43,Zoopl_near_onmiv,0.1075836,7.973391,27.16764,0.6747373,0.2934885,0,5.379943,0,0,2.593447,1
44,Zoop_omniv,25.09396,11.63325,21.70285,0.8325685,0.5360241,0,9.685478,0,0,1.947772,1
45,Shallow_infauna_S,51.78303,3.859539,22.71059,0.8843146,0.1699445,0,3.413046,0,0,0.4464923,1
46,Meiofauna,4.798735,4.448635,23.15059,0.944868,0.1921608,0,4.203372,0,0,0.2452623,1
47,Deep_infauna_L,28.78128,0.5965624,22.99282,0.9317979,0.0259456,0,0.5558756,0,0,0.04068679,1
48,Snail_crust_S,19.27893,2.29615,10.06291,0.9948189,0.2281794,8.373287E-07,2.284253,0,0,0.01189666,0.9999996
49,Mussels,8.783932,2.253902,9.999184,0.3920095,0.2254086,4.555044E-07,0.8835505,0,0,1.370351,0.9999998
50,Barnacles,8.641722,2.290402,9.893381,0.3492262,0.2315085,0,0.7998682,0,0,1.490533,1
51,Shallow_infauna_clams,12.38669,0.6008487,22.48687,0.6252044,0.02671999,4.003703E-05,0.3756133,0,0,0.2251954,0.9999334
52,Zoopl_near_herb,2.29747,28.04224,91.75485,0.8128996,0.3056213,0,22.79552,0,0,5.246715,1
53,Zoopl_herb,29.54211,23.5812,49.12502,0.7033947,0.4800242,0,16.58689,0,0,6.994308,1
54,Phyto_near,5.607441,188.7679,0,0.9466165,-9999,0,178.6908,0,0,10.07708,1
55,Phyto_off,10.20929,193.3404,0,0.9509664,-9999,0,183.8602,0,0,9.480185,1
56,Fucus,24.71107,3.903854,0,0.02083184,-9999,0,0.08132449,0,0,3.82253,1
57,Subtidal_kelps,24.69545,3.969136,0,0.1951784,-9999,0,0.7746897,0,0,3.194446,1
58,Macroalgae_other,24.1211,3.886981,0,0.3010407,-9999,0,1.17014,0,0,2.716841,1
59,Eelgrass,24.96885,3.98568,0,0,-9999,0,0,0,0,3.98568,1
60,Nekton_falls,2,-9999,-9999,0.7428232,-9999,0,0,0,-1.25,-2571.511,1
61,Inshore_detritus,19.52,-9999,-9999,0.7140569,-9999,0,0,0,-0.2459016,-2859.145,1
62,Offshore_detritus,114.48,-9999,-9999,0.6054752,-9999,0,0,0,-0.04192872,-3944.853,1
