parameter,value
"Total consumption",6897.465
"Sum of all exports",1167.263
"Sum of all respiratory flows",2464.74
"Sum of all flows into detritus",3943.479
"Total system throughput",14472.95
"Sum of all production",5340.232
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.000638455
"Calculated total net primary production",3576.79
"Total primary production/total respiration",1.451183
"Net system production",1112.049
"Total primary production/total biomass",8.26116
"Total biomass/total throughput",0.02991544
"Total biomass (excluding detritus)",432.9646
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2002874
"Total market value",2.14144
"Total shadow value",0.0728205
"Total value",2.21426
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.501109
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.029825
