GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009961782,0.04952608,6.08425,0,0.008140046,0,0,0,0,0.04952608,1
2,Salmon_sharks,0.2225783,0.09985303,6.03229,0.5162091,0.01655309,0.05154505,0,0,0,0.04830799,0.4837909
3,Resident_orca,0.01455917,0.04985352,8.5847,0,0.005807253,0,0,0,0,0.04985352,1
4,Sleeper_sharks,0.1109413,0.07011838,3.591688,0,0.0195224,0,0,0,0,0.07011838,1
5,Halibut,0.6765174,0.3146826,1.735258,0.2534342,0.1813463,0.02534232,0.05440899,0,0,0.2349313,0.919467
6,Pinnipeds,0.07209863,0.06102418,25.85703,0.7966364,0.002360062,0.009151034,0.03946305,0,0,0.0124101,0.8500425
7,Porpoise,0.01512248,0.1472761,29.78911,0.9352726,0.004943959,0.0002663532,0.137477,0,0,0.009532805,0.9981915
8,Lingcod,0.07625157,0.5887665,3.297882,0.8223372,0.1785287,0.0208317,0.463333,0,0,0.1046019,0.9646181
9,Arrowtooth_L,3.828185,0.2492374,1.472266,0.1413645,0.1692883,0.0003813536,0.03485197,0,0,0.2140041,0.9984699
10,Salmon_L,3.511455,1.523666,11.76329,0.6718314,0.1295272,0.5295583,0.4940885,0,0,0.5000193,0.6524447
11,Pacific_cod,0.2910849,1.136529,4.118501,0.7516892,0.275957,0.2279482,0.6263685,0,0,0.2822125,0.7994348
12,Sablefish,0.4768135,0.563974,6.46537,0.8833628,0.08722996,0.0392403,0.4589534,0,0,0.06578033,0.9304218
13,Arrowtooth_S,0.2264886,0.2145647,3.345037,0.9931303,0.06414419,0,0.2130907,0,0,0.00147399,1
14,Spiny_dogfish,0.1566043,0.08869545,2.987527,0.7842838,0.02968858,0,0.06956241,0,0,0.01913304,1
15,Avian_raptors,0.00336022,0.0498172,35.7606,0,0.001393075,0,0,0,0,0.0498172,1
16,Octopods,0.1559137,3.054346,11.71002,0.9540049,0.260832,0.00148215,2.91238,0,0,0.1404848,0.9995148
17,Seabirds,0.02249088,0.1714789,154.1736,0.652828,0.001112246,0,0.1119463,0,0,0.05953268,1
18,Deep_demersals,0.9902552,0.9968275,3.212097,0.94841,0.3103354,0.002728463,0.9426728,0,0,0.0514263,0.9972628
19,Pollock_L,5.012549,1.2853,2.603832,0.5662661,0.4936186,0.03250721,0.6953145,0,0,0.5574781,0.9747084
20,Rockfish,1.065357,0.3004636,3.474056,0.7523671,0.08648784,0.01286802,0.213191,0,0,0.07440467,0.9571728
21,Baleen_whales,0.1500459,0.05053517,10.97314,0.07613354,0.004605351,0,0.003847422,0,0,0.04668775,1
22,Salmon_fry_S,0.8013619,2.156996,26.82473,0.1736332,0.08041071,0,0.3745261,0,0,1.78247,1
23,Nshore_demersal,4.101159,1.001244,4.20141,0.8076094,0.2383114,3.918165E-05,0.8085748,0,0,0.1926299,0.9999608
24,Squids,2.951708,2.979801,14.94997,0.9581244,0.1993182,3.970735E-05,2.85498,0,0,0.1247809,0.9999866
25,Eulachon,1.112487,2.481709,17.94213,0.6707147,0.1383174,0.0001174426,1.664401,0,0,0.8171903,0.9999527
26,Sea_otters,0.04000359,0.1311077,115.9281,0.005537319,0.001130939,4.437701E-06,0.0007215475,0,0,0.1303817,0.9999661
27,Deep_epibenthos,30.18905,3.076718,9.994276,0.91372,0.307848,0.0001548509,2.811104,0,0,0.2654592,0.9999497
28,Capelin,0.4478048,3.482679,17.77329,0.5481817,0.1959501,0.0001433457,1.908997,0,0,1.573538,0.9999588
29,Herring_L,3.082807,0.3823537,3.386865,0.9606392,0.1128931,0.0003421269,0.3669618,0,0,0.01504973,0.9991052
30,Pollock_S,0.6032833,2.297431,7.325341,0.39884,0.3136278,0,0.916307,0,0,1.381123,1
31,Invert_eat_seaduck,0.0002704233,0.1990125,151.9144,0.7418112,0.001310031,0,0.1476297,0,0,0.05138282,1
32,Oystercatchers,0.0003045601,0.2943306,152.7772,0.9383668,0.001926535,0,0.27619,0,0,0.01814055,1
