parameter,value
"Total consumption",6777.688
"Sum of all exports",1157.315
"Sum of all respiratory flows",2418.56
"Sum of all flows into detritus",3891.976
"Total system throughput",14245.54
"Sum of all production",5259.565
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006486361
"Calculated total net primary production",3520.648
"Total primary production/total respiration",1.455679
"Net system production",1102.088
"Total primary production/total biomass",8.19823
"Total biomass/total throughput",0.03014558
"Total biomass (excluding detritus)",429.44
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2003973
"Total market value",2.14144
"Total shadow value",0.07668608
"Total value",2.218126
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5049747
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.04058
