parameter,value
"Total consumption",6731.969
"Sum of all exports",1078.664
"Sum of all respiratory flows",2422.621
"Sum of all flows into detritus",3810.425
"Total system throughput",14043.68
"Sum of all production",5152.032
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.000662773
"Calculated total net primary production",3445.553
"Total primary production/total respiration",1.422242
"Net system production",1022.932
"Total primary production/total biomass",8.037692
"Total biomass/total throughput",0.03052437
"Total biomass (excluding detritus)",428.6744
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2004651
"Total market value",2.14144
"Total shadow value",0.06973919
"Total value",2.211179
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4980277
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.024478
