parameter,value
"Total consumption",6764.113
"Sum of all exports",1172.701
"Sum of all respiratory flows",2401.883
"Sum of all flows into detritus",3860.728
"Total system throughput",14199.43
"Sum of all production",5264.376
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006491704
"Calculated total net primary production",3517.75
"Total primary production/total respiration",1.46458
"Net system production",1115.867
"Total primary production/total biomass",8.191361
"Total biomass/total throughput",0.03024393
"Total biomass (excluding detritus)",429.4464
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.200574
"Total market value",2.14144
"Total shadow value",0.07112869
"Total value",2.212569
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4994172
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.031332
