parameter,value
"Total consumption",6766.155
"Sum of all exports",1071.874
"Sum of all respiratory flows",2414.402
"Sum of all flows into detritus",3830.343
"Total system throughput",14082.78
"Sum of all production",5167.906
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.00066532
"Calculated total net primary production",3432.362
"Total primary production/total respiration",1.42162
"Net system production",1017.96
"Total primary production/total biomass",7.962127
"Total biomass/total throughput",0.03061088
"Total biomass (excluding detritus)",431.0861
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001041
"Total market value",2.14144
"Total shadow value",0.07327428
"Total value",2.214714
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.501563
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.031855
