parameter,value
"Total consumption",6714.37
"Sum of all exports",1123.303
"Sum of all respiratory flows",2393.582
"Sum of all flows into detritus",3839.798
"Total system throughput",14071.05
"Sum of all production",5185.871
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006596959
"Calculated total net primary production",3461.625
"Total primary production/total respiration",1.446211
"Net system production",1068.043
"Total primary production/total biomass",8.13266
"Total biomass/total throughput",0.03024968
"Total biomass (excluding detritus)",425.6448
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2002511
"Total market value",2.14144
"Total shadow value",0.07040031
"Total value",2.21184
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4986888
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.03247
