parameter,value
"Total consumption",6781.678
"Sum of all exports",1102.424
"Sum of all respiratory flows",2436.714
"Sum of all flows into detritus",3837.834
"Total system throughput",14158.65
"Sum of all production",5207.244
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006554846
"Calculated total net primary production",3483.864
"Total primary production/total respiration",1.429739
"Net system production",1047.15
"Total primary production/total biomass",8.067202
"Total biomass/total throughput",0.03050117
"Total biomass (excluding detritus)",431.8553
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2003111
"Total market value",2.14144
"Total shadow value",0.07044291
"Total value",2.211883
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4987315
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.033892
