parameter,value
"Total consumption",6796.017
"Sum of all exports",1159.361
"Sum of all respiratory flows",2423.451
"Sum of all flows into detritus",3921.392
"Total system throughput",14300.22
"Sum of all production",5271.386
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.000647462
"Calculated total net primary production",3527.032
"Total primary production/total respiration",1.455376
"Net system production",1103.581
"Total primary production/total biomass",8.18336
"Total biomass/total throughput",0.03013943
"Total biomass (excluding detritus)",431.0005
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2004641
"Total market value",2.14144
"Total shadow value",0.07169396
"Total value",2.213134
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4999825
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034801
