parameter,value
"Total consumption",6737.247
"Sum of all exports",1114.992
"Sum of all respiratory flows",2409.48
"Sum of all flows into detritus",3822.122
"Total system throughput",14083.84
"Sum of all production",5193.909
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006580448
"Calculated total net primary production",3470.31
"Total primary production/total respiration",1.440273
"Net system production",1060.83
"Total primary production/total biomass",8.081836
"Total biomass/total throughput",0.03048857
"Total biomass (excluding detritus)",429.3962
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.200074
"Total market value",2.14144
"Total shadow value",0.07081199
"Total value",2.212252
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4991006
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.033381
