parameter,value
"Total consumption",6762.409
"Sum of all exports",1115.697
"Sum of all respiratory flows",2413.87
"Sum of all flows into detritus",3897.114
"Total system throughput",14189.09
"Sum of all production",5207.936
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006573088
"Calculated total net primary production",3474.196
"Total primary production/total respiration",1.439264
"Net system production",1060.326
"Total primary production/total biomass",8.022866
"Total biomass/total throughput",0.03051899
"Total biomass (excluding detritus)",433.0367
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2003606
"Total market value",2.14144
"Total shadow value",0.07021022
"Total value",2.21165
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4984988
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.028585
