GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.001002813,0.0485027,5.988692,0,0.008099047,0,0,0,0,0.0485027,1
2,Salmon_sharks,0.2258079,0.09599378,5.908712,0.5292825,0.01624614,0.05080783,0,0,0,0.04518595,0.4707175
3,Resident_orca,0.0150787,0.05128402,8.545401,0,0.00600136,0,0,0,0,0.05128402,1
4,Sleeper_sharks,0.1093961,0.06801067,3.638039,0,0.01869432,0,0,0,0,0.06801067,1
5,Halibut,0.6678399,0.3265523,1.749367,0.2438985,0.1866688,0.02567161,0.053974,0,0,0.2469067,0.9213859
6,Pinnipeds,0.07445096,0.05944565,25.13626,0.7860696,0.002364936,0.0088619,0.03786651,0,0,0.01271723,0.8509243
7,Porpoise,0.01483201,0.148421,29.77233,0.9375922,0.004985201,0.0002715695,0.1388868,0,0,0.009262628,0.9981703
8,Lingcod,0.0771137,0.5910692,3.269806,0.8440487,0.1807658,0.02059881,0.4782924,0,0,0.09217802,0.9651499
9,Arrowtooth_L,3.930053,0.257483,1.454192,0.133098,0.1770626,0.0003714688,0.033899,0,0,0.2232125,0.9985573
10,Salmon_L,3.462892,1.52461,11.95375,0.6800845,0.1275424,0.5369847,0.4998788,0,0,0.4877464,0.6477888
11,Pacific_cod,0.3009288,1.188306,3.971405,0.6903986,0.2992156,0.2204917,0.5999135,0,0,0.3679013,0.8144488
12,Sablefish,0.4799598,0.5564232,6.314559,0.8824452,0.0881175,0.03898307,0.4520299,0,0,0.0654102,0.9299399
13,Arrowtooth_S,0.2450445,0.2155749,3.282831,0.9109978,0.06566739,0,0.1963883,0,0,0.01918664,1
14,Spiny_dogfish,0.157649,0.08707526,3.002751,0.7886043,0.02899849,0,0.06866792,0,0,0.01840734,1
15,Avian_raptors,0.003280477,0.04837741,35.70845,0,0.001354789,0,0,0,0,0.04837741,1
16,Octopods,0.1511767,3.113935,11.57052,0.970283,0.2691267,0.001528591,3.019869,0,0,0.09253688,0.9995091
17,Seabirds,0.02123957,0.1676252,149.5739,0.6896516,0.001120684,0,0.115603,0,0,0.0520222,1
18,Deep_demersals,1.002865,1.004898,3.325384,0.930943,0.3021899,0.002694157,0.9328083,0,0,0.0693952,0.997319
19,Pollock_L,4.911525,1.298116,2.63429,0.5699834,0.4927766,0.03317584,0.7067289,0,0,0.5582116,0.9744431
20,Rockfish,1.028345,0.304289,3.407816,0.781661,0.08929149,0.01333117,0.2245197,0,0,0.06643816,0.9561891
21,Baleen_whales,0.148005,0.05011456,10.58611,0.07711902,0.004733992,0,0.003864786,0,0,0.04624978,1
