parameter,value
"Total consumption",6770.663
"Sum of all exports",1173.486
"Sum of all respiratory flows",2425.286
"Sum of all flows into detritus",3918.89
"Total system throughput",14288.33
"Sum of all production",5273.505
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006441813
"Calculated total net primary production",3544.995
"Total primary production/total respiration",1.461681
"Net system production",1119.709
"Total primary production/total biomass",8.201495
"Total biomass/total throughput",0.03025111
"Total biomass (excluding detritus)",432.2376
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000329
"Total market value",2.14144
"Total shadow value",0.07206499
"Total value",2.213505
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5003535
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.031779
