GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.001026212,0.04921142,6.015248,0,0.008181113,0,0,0,0,0.04921142,1
2,Salmon_sharks,0.2151007,0.1005141,5.917641,0.530641,0.01698551,0.05333692,0,0,0,0.04717721,0.469359
3,Resident_orca,0.01477823,0.0501358,8.343602,0,0.006008892,0,0,0,0,0.0501358,1
4,Sleeper_sharks,0.1151373,0.06763072,3.602077,0,0.01877548,0,0,0,0,0.06763072,1
5,Halibut,0.6797112,0.3291137,1.753327,0.2461255,0.1877081,0.02522325,0.05578002,0,0,0.2481104,0.92336
6,Pinnipeds,0.07136223,0.06042844,25.29484,0.8249757,0.002388963,0.009245466,0.04060653,0,0,0.01057644,0.8470014
7,Porpoise,0.0147572,0.1487543,28.43204,0.9663875,0.005231925,0.0002729461,0.1434814,0,0,0.005000003,0.9981651
8,Lingcod,0.07640965,0.5850979,3.276304,0.8333391,0.1785848,0.0207886,0.4667963,0,0,0.09751295,0.9644699
9,Arrowtooth_L,3.892936,0.2514702,1.4276,0.1426973,0.176149,0.0003750106,0.03550911,0,0,0.2155861,0.9985088
10,Salmon_L,3.462388,1.568533,11.83783,0.6505488,0.1325018,0.5370629,0.4833442,0,0,0.5481257,0.6576017
11,Pacific_cod,0.3048261,1.230125,3.908634,0.6497175,0.3147199,0.2176726,0.5815611,0,0,0.4308914,0.8230484
12,Sablefish,0.4809921,0.5600166,6.273706,0.8392347,0.08926409,0.03889941,0.431086,0,0,0.09003124,0.9305388
13,Arrowtooth_S,0.2335393,0.2142033,3.237539,0.9812914,0.06616236,0,0.2101958,0,0,0.00400744,1
14,Spiny_dogfish,0.1637372,0.08983108,2.978505,0.7021494,0.03015979,0,0.06307484,0,0,0.02675624,1
15,Avian_raptors,0.003375641,0.0512696,35.61286,0,0.001439637,0,0,0,0,0.0512696,1
16,Octopods,0.1557787,3.05592,11.97181,0.9530155,0.2552596,0.001483434,2.910856,0,0,0.1435809,0.9995146
17,Seabirds,0.02227164,0.1696545,150.7743,0.6669117,0.001125221,0,0.1131446,0,0,0.05650994,1
18,Deep_demersals,0.9933299,0.9932523,3.243497,0.9475425,0.3062289,0.002720018,0.9384289,0,0,0.05210349,0.9972615
19,Pollock_L,4.934477,1.313105,2.620598,0.5560063,0.5010709,0.03302153,0.6970735,0,0,0.5830106,0.9748523
20,Rockfish,1.060114,0.3052302,3.349143,0.7320873,0.09113681,0.01293167,0.2105235,0,0,0.08177505,0.9576331
21,Baleen_whales,0.1496629,0.04902444,10.79639,0.08013343,0.004540817,0,0.003928497,0,0,0.04509594,1
22,Salmon_fry_S,0.8390972,2.193012,26.84865,0.1602722,0.08168055,0,0.3514789,0,0,1.841534,1
23,Nshore_demersal,4.093652,1.00516,4.266474,0.7987511,0.235595,3.92535E-05,0.8028333,0,0,0.2022874,0.999961
24,Squids,3.005074,2.939538,14.9463,0.9662117,0.1966733,3.900221E-05,2.840178,0,0,0.0993219,0.9999867
25,Eulachon,1.103785,2.545336,18.61906,0.657995,0.1367059,0.0001183685,1.6747,0,0,0.8705176,0.9999535
26,Sea_otters,0.0415171,0.1364198,119.5293,0.005221809,0.001141309,4.275925E-06,0.0007080821,0,0,0.1357074,0.9999686
27,Deep_epibenthos,30.46914,2.904859,10.16927,0.9815195,0.2856506,0.0001534274,2.851022,0,0,0.05368318,0.9999472
28,Capelin,0.4550658,3.432172,18.00354,0.5496864,0.1906387,0.0001410585,1.886477,0,0,1.545553,0.9999589
29,Herring_L,3.051191,0.3841854,3.352045,0.9492458,0.1146123,0.000345672,0.3643407,0,0,0.01949904,0.9991003
