parameter,value
"Total consumption",6768.479
"Sum of all exports",1138.986
"Sum of all respiratory flows",2421.766
"Sum of all flows into detritus",3892.546
"Total system throughput",14221.78
"Sum of all production",5234.897
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006514952
"Calculated total net primary production",3505.198
"Total primary production/total respiration",1.447373
"Net system production",1083.432
"Total primary production/total biomass",8.150252
"Total biomass/total throughput",0.0302404
"Total biomass (excluding detritus)",430.0723
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000816
"Total market value",2.14144
"Total shadow value",0.07072347
"Total value",2.212163
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4990121
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.029626
