parameter,value
"Total consumption",6753.425
"Sum of all exports",1158.634
"Sum of all respiratory flows",2400.733
"Sum of all flows into detritus",3899.325
"Total system throughput",14212.12
"Sum of all production",5245.252
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006517489
"Calculated total net primary production",3503.833
"Total primary production/total respiration",1.459485
"Net system production",1103.1
"Total primary production/total biomass",8.153731
"Total biomass/total throughput",0.03023627
"Total biomass (excluding detritus)",429.7215
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.200057
"Total market value",2.14144
"Total shadow value",0.0686193
"Total value",2.210059
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4969078
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.031236
