parameter,value
"Total consumption",6790.521
"Sum of all exports",1188.148
"Sum of all respiratory flows",2439.434
"Sum of all flows into detritus",3901.322
"Total system throughput",14319.42
"Sum of all production",5297.917
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006390797
"Calculated total net primary production",3573.293
"Total primary production/total respiration",1.464804
"Net system production",1133.86
"Total primary production/total biomass",8.335743
"Total biomass/total throughput",0.02993635
"Total biomass (excluding detritus)",428.6713
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001888
"Total market value",2.14144
"Total shadow value",0.06783828
"Total value",2.209278
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4961268
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.033366
