parameter,value
"Total consumption",6863.498
"Sum of all exports",1225.662
"Sum of all respiratory flows",2428.805
"Sum of all flows into detritus",4019.404
"Total system throughput",14537.37
"Sum of all production",5380.337
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006343134
"Calculated total net primary production",3600.144
"Total primary production/total respiration",1.48227
"Net system production",1171.339
"Total primary production/total biomass",8.284339
"Total biomass/total throughput",0.02989346
"Total biomass (excluding detritus)",434.5722
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.1999196
"Total market value",2.14144
"Total shadow value",0.07170072
"Total value",2.213141
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4999894
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.028331
