parameter,value
"Total consumption",6775.182
"Sum of all exports",1046.63
"Sum of all respiratory flows",2452.551
"Sum of all flows into detritus",3807.354
"Total system throughput",14081.72
"Sum of all production",5146.94
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006631431
"Calculated total net primary production",3443.63
"Total primary production/total respiration",1.404101
"Net system production",991.0791
"Total primary production/total biomass",8.013444
"Total biomass/total throughput",0.03051698
"Total biomass (excluding detritus)",429.7316
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2004227
"Total market value",2.14144
"Total shadow value",0.07470077
"Total value",2.216141
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5029894
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034379
