parameter,value
"Total consumption",6768.031
"Sum of all exports",1045.073
"Sum of all respiratory flows",2442.613
"Sum of all flows into detritus",3803.822
"Total system throughput",14059.54
"Sum of all production",5140.605
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006654276
"Calculated total net primary production",3431.808
"Total primary production/total respiration",1.404974
"Net system production",989.1948
"Total primary production/total biomass",7.99361
"Total biomass/total throughput",0.03053577
"Total biomass (excluding detritus)",429.3189
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2004569
"Total market value",2.14144
"Total shadow value",0.07244787
"Total value",2.213888
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5007364
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.032814
