parameter,value
"Total consumption",6802.694
"Sum of all exports",1204.514
"Sum of all respiratory flows",2421.126
"Sum of all flows into detritus",3950.081
"Total system throughput",14378.42
"Sum of all production",5323.553
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006392532
"Calculated total net primary production",3572.324
"Total primary production/total respiration",1.47548
"Net system production",1151.197
"Total primary production/total biomass",8.284817
"Total biomass/total throughput",0.02998865
"Total biomass (excluding detritus)",431.1892
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001507
"Total market value",2.14144
"Total shadow value",0.07171004
"Total value",2.21315
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4999987
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034336
