parameter,value
"Total consumption",6807.462
"Sum of all exports",1174.897
"Sum of all respiratory flows",2441.869
"Sum of all flows into detritus",3952.43
"Total system throughput",14376.66
"Sum of all production",5295.644
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006410165
"Calculated total net primary production",3562.497
"Total primary production/total respiration",1.458922
"Net system production",1120.628
"Total primary production/total biomass",8.240811
"Total biomass/total throughput",0.03006953
"Total biomass (excluding detritus)",432.2993
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2002372
"Total market value",2.14144
"Total shadow value",0.07014438
"Total value",2.211584
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.498433
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.028332
