parameter,value
"Total consumption",6683.98
"Sum of all exports",1160.381
"Sum of all respiratory flows",2376.04
"Sum of all flows into detritus",3885.977
"Total system throughput",14106.38
"Sum of all production",5205.975
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.00065607
"Calculated total net primary production",3480.756
"Total primary production/total respiration",1.46494
"Net system production",1104.716
"Total primary production/total biomass",8.114183
"Total biomass/total throughput",0.03040977
"Total biomass (excluding detritus)",428.9718
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2004184
"Total market value",2.14144
"Total shadow value",0.07137
"Total value",2.21281
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4996585
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034629
