parameter,value
"Total consumption",6793.618
"Sum of all exports",1140.615
"Sum of all respiratory flows",2417.811
"Sum of all flows into detritus",3876.445
"Total system throughput",14228.49
"Sum of all production",5251.39
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006518934
"Calculated total net primary production",3503.057
"Total primary production/total respiration",1.448855
"Net system production",1085.246
"Total primary production/total biomass",8.092547
"Total biomass/total throughput",0.03042308
"Total biomass (excluding detritus)",432.8744
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000366
"Total market value",2.14144
"Total shadow value",0.07221583
"Total value",2.213656
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5005044
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.033381
