GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009713425,0.04953215,6.216537,0,0.007967805,0,0,0,0,0.04953215,1
2,Salmon_sharks,0.2225978,0.09964385,6.170643,0.5172476,0.01614805,0.05154054,0,0,0,0.04810331,0.4827524
3,Resident_orca,0.01499044,0.04898765,8.825788,0,0.005550513,0,0,0,0,0.04898765,1
4,Sleeper_sharks,0.1112978,0.07305006,3.600129,0,0.02029095,0,0,0,0,0.07305006,1
5,Halibut,0.6793221,0.3219152,1.773183,0.2459725,0.1815465,0.02523769,0.05394458,0,0,0.2427329,0.9216014
6,Pinnipeds,0.07490903,0.06116447,24.97927,0.7626731,0.00244861,0.00880771,0.03784079,0,0,0.01451597,0.8559996
7,Porpoise,0.01491685,0.1522574,29.35882,0.9137304,0.005186086,0.0002700249,0.1388522,0,0,0.01313518,0.9982265
8,Lingcod,0.07544819,0.5801651,3.294928,0.8260543,0.1760783,0.02105352,0.4581944,0,0,0.1009172,0.9637111
9,Arrowtooth_L,3.941697,0.2513883,1.440679,0.136989,0.1744929,0.0003703715,0.03406705,0,0,0.2169508,0.9985267
10,Salmon_L,3.411806,1.537516,11.78401,0.6916744,0.1304748,0.5450252,0.5184355,0,0,0.4740556,0.6455158
11,Pacific_cod,0.3045175,1.200627,4.077946,0.676708,0.2944195,0.2178932,0.5945806,0,0,0.388153,0.8185171
12,Sablefish,0.4721587,0.5868008,6.417363,0.8634972,0.09143956,0.03962715,0.4670737,0,0,0.08009996,0.9324691
13,Arrowtooth_S,0.2367243,0.2163225,3.268541,0.9415835,0.0661832,0,0.2036857,0,0,0.01263681,1
14,Spiny_dogfish,0.1583423,0.08885015,3.063426,0.7921535,0.02900352,0,0.07038295,0,0,0.01846719,1
15,Avian_raptors,0.003232107,0.05029191,35.87776,0,0.001401757,0,0,0,0,0.05029191,1
16,Octopods,0.1577976,3.101936,11.37506,0.9331149,0.2726964,0.001464455,2.892998,0,0,0.2074732,0.9995279
17,Seabirds,0.02157227,0.1717788,151.056,0.6561624,0.001137186,0,0.1127148,0,0,0.059064,1
18,Deep_demersals,0.9754536,0.9702189,3.183813,0.9803517,0.3047349,0.002769865,0.948386,0,0,0.01906311,0.9971451
19,Pollock_L,5.033054,1.247638,2.683914,0.5809462,0.4648578,0.03237478,0.692436,0,0,0.5228276,0.9740512
20,Rockfish,1.03584,0.2960483,3.530983,0.7852773,0.08384303,0.01323471,0.2192453,0,0,0.06356829,0.9552954
21,Baleen_whales,0.1505166,0.05063323,10.84814,0.07546585,0.004667457,0,0.00382108,0,0,0.04681215,1
22,Salmon_fry_S,0.8095471,2.230713,26.94243,0.1629519,0.08279555,0,0.363499,0,0,1.867214,1
23,Nshore_demersal,4.231489,0.9973566,4.214423,0.7819192,0.2366532,3.797486E-05,0.7798141,0,0,0.2175043,0.9999619
24,Squids,2.922455,2.987863,15.35901,0.955151,0.1945348,4.010481E-05,2.85382,0,0,0.1340026,0.9999866
25,Eulachon,1.093605,2.496566,17.58604,0.6783121,0.1419629,0.0001194704,1.693332,0,0,0.8031151,0.9999521
26,Sea_otters,0.04123561,0.1305973,113.7015,0.005372876,0.001148598,4.305114E-06,0.000697378,0,0,0.1298956,0.999967
27,Deep_epibenthos,29.54844,3.016761,10.05222,0.9411823,0.3001091,0.0001582081,2.839164,0,0,0.1774391,0.9999475
28,Capelin,0.4459599,3.579716,18.12343,0.5397047,0.1975187,0.0001439387,1.931846,0,0,1.647726,0.9999598
29,Herring_L,2.922377,0.3991486,3.350375,0.9622034,0.1191355,0.0003609087,0.3837013,0,0,0.01508644,0.9990958
30,Pollock_S,0.5707495,2.296442,7.639256,0.425892,0.3006106,0,0.978036,0,0,1.318406,1
31,Invert_eat_seaduck,0.000276614,0.1987777,153.4391,0.7233576,0.001295482,0,0.1437873,0,0,0.05499034,1
32,Oystercatchers,0.0003019485,0.2983848,148.6243,0.9009691,0.002007645,0,0.2688355,0,0,0.02954931,1
33,Sandlance,0.6057287,1.924514,18.14783,0.7523004,0.1060465,0,1.447812,0,0,0.4767013,1
34,Sunflower_stars,0.3753994,1.961819,10.07169,0.954327,0.1947856,0,1.872217,0,0,0.08960219,1
35,Pisaster_Evasterias,1.008909,1.982241,10.12385,0.5901185,0.1957991,0,1.169757,0,0,0.8124838,1
36,Leather_stars,0.980704,1.992271,9.854043,0.5560408,0.202178,0,1.107784,0,0,0.8844869,1
37,Cucumbers,0.5439287,0.5992048,3.313027,0.7258995,0.1808632,1.380696E-07,0.4349623,0,0,0.1642423,0.9999998
38,Urchins,0.5761392,0.6066384,2.850096,0.7538549,0.2128484,3.367242E-07,0.457317,0,0,0.1493211,0.9999995
39,Helmet_crab,0.7783183,2.008385,9.761337,0.9246561,0.205749,0,1.857066,0,0,0.1513196,1
40,Herring_S,1.971166,1.456694,7.787445,0.7838427,0.1870568,0,1.141819,0,0,0.3148751,1
41,Jellies,6.500102,4.848184,28.97977,0.05689016,0.1672955,0,0.2758139,0,0,4.57237,1
42,Deep_infauna_S,49.38503,3.021745,23.26373,0.9079604,0.1298908,0,2.743625,0,0,0.2781202,1
43,Zoopl_near_onmiv,0.1090294,8.130451,26.23958,0.6521009,0.3098544,0,5.301875,0,0,2.828577,1
44,Zoop_omniv,25.17445,12.00948,21.70393,0.7998601,0.553332,0,9.605903,0,0,2.403576,1
45,Shallow_infauna_S,51.89838,3.707888,23.49734,0.9522591,0.1578003,0,3.53087,0,0,0.177018,1
46,Meiofauna,4.152018,4.48491,22.02187,0.9728821,0.203657,0,4.363289,0,0,0.1216214,1
47,Deep_infauna_L,28.76267,0.593642,22.96489,0.9259459,0.02584998,0,0.5496804,0,0,0.0439616,1
48,Snail_crust_S,18.92581,2.287555,9.865721,0.977918,0.231869,8.529514E-07,2.23704,0,0,0.05051385,0.9999996
49,Mussels,8.644401,2.255405,9.808439,0.3939631,0.2299453,4.628569E-07,0.8885459,0,0,1.366859,0.9999998
50,Barnacles,8.744535,2.349669,10.02217,0.3339618,0.2344471,0,0.7846999,0,0,1.56497,1
