GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.000989069,0.0486309,5.900874,0,0.008241304,0,0,0,0,0.0486309,1
2,Salmon_sharks,0.2215845,0.1001219,6.13009,0.5171319,0.01633286,0.05177623,0,0,0,0.04834567,0.4828681
3,Resident_orca,0.01475968,0.0491535,8.659217,0,0.005676437,0,0,0,0,0.0491535,1
4,Sleeper_sharks,0.1099664,0.06901995,3.717925,0,0.0185641,0,0,0,0,0.06901995,1
5,Halibut,0.6904846,0.3195348,1.738826,0.2468712,0.1837647,0.0248297,0.05405425,0,0,0.2406509,0.9222943
6,Pinnipeds,0.07369385,0.05760581,25.86286,0.8008025,0.002227357,0.008952945,0.03717793,0,0,0.01147493,0.8445826
7,Porpoise,0.01489806,0.1470601,28.97362,0.9155884,0.005075654,0.0002703654,0.1343761,0,0,0.01241357,0.9981616
8,Lingcod,0.07863409,0.5840639,3.206138,0.8338447,0.1821706,0.02020053,0.4668182,0,0,0.09704531,0.9654139
9,Arrowtooth_L,3.976166,0.2600501,1.407088,0.133711,0.1848143,0.0003671607,0.03440439,0,0,0.2252785,0.9985881
10,Salmon_L,3.440581,1.545006,11.77127,0.6812421,0.1312523,0.5404668,0.5120562,0,0,0.4924828,0.6501846
11,Pacific_cod,0.3040326,1.178368,3.938138,0.6915271,0.2992196,0.2182407,0.5966327,0,0,0.3634945,0.8147941
12,Sablefish,0.4807261,0.5686144,6.519252,0.8682726,0.0872208,0.03892093,0.4547913,0,0,0.07490209,0.9315513
13,Arrowtooth_S,0.2510525,0.2113487,3.167912,0.9261267,0.06671546,0,0.1957357,0,0,0.01561302,1
14,Spiny_dogfish,0.161005,0.08952816,3.007676,0.7645754,0.02976656,0,0.06845103,0,0,0.02107713,1
15,Avian_raptors,0.003215996,0.04904205,38.00963,0,0.001290253,0,0,0,0,0.04904205,1
16,Octopods,0.1586833,3.088021,11.52851,0.9263062,0.2678595,0.001456281,2.858996,0,0,0.2275678,0.9995284
17,Seabirds,0.0217884,0.1742972,153.7555,0.673604,0.001133599,0,0.1174073,0,0,0.0568899,1
18,Deep_demersals,1.011563,0.9869105,3.275675,0.9496708,0.3012846,0.002670991,0.9345691,0,0,0.04967042,0.9972936
19,Pollock_L,5.048144,1.294991,2.661837,0.559281,0.4865026,0.032278,0.6919857,0,0,0.5707269,0.9750747
20,Rockfish,1.030501,0.2959477,3.433816,0.8088201,0.08618625,0.01330327,0.2260652,0,0,0.05657925,0.9550486
21,Baleen_whales,0.153224,0.05019323,11.02449,0.07228044,0.004552884,0,0.003627989,0,0,0.04656524,1
22,Salmon_fry_S,0.8355133,2.276986,26.9644,0.1566891,0.08444414,0,0.3567788,0,0,1.920207,1
23,Nshore_demersal,4.21623,1.027255,4.258589,0.7719524,0.2412195,3.811229E-05,0.7929537,0,0,0.234263,0.9999629
24,Squids,2.950874,3.006264,15.02004,0.9407864,0.2001502,3.971857E-05,2.828213,0,0,0.1780118,0.9999868
25,Eulachon,1.086788,2.464364,18.08111,0.7048928,0.1362949,0.0001202198,1.736992,0,0,0.7272515,0.9999512
26,Sea_otters,0.04041116,0.1284023,116.8828,0.005390803,0.001098556,4.392944E-06,0.0006877988,0,0,0.1277101,0.9999658
27,Deep_epibenthos,30.04142,2.987388,9.903519,0.9360945,0.3016492,0.0001556119,2.796322,0,0,0.1909106,0.9999479
28,Capelin,0.4560153,3.55994,18.1352,0.5359232,0.1963001,0.0001407648,1.907714,0,0,1.652086,0.9999605
29,Herring_L,3.051249,0.3870713,3.394379,0.9607684,0.114033,0.0003456654,0.3715402,0,0,0.01518543,0.9991069
30,Pollock_S,0.6344379,2.386459,7.514293,0.3640094,0.3175893,0,0.8686935,0,0,1.517766,1
31,Invert_eat_seaduck,0.0002770106,0.2020707,149.5666,0.6867789,0.001351041,0,0.1387779,0,0,0.06329281,1
32,Oystercatchers,0.0003119399,0.2961619,147.8098,0.9262271,0.00200367,0,0.2743132,0,0,0.02184873,1
33,Sandlance,0.5894551,1.95794,18.0681,0.772633,0.1083645,0,1.512769,0,0,0.445171,1
34,Sunflower_stars,0.3687311,2.008489,9.996407,0.9550391,0.2009211,0,1.918186,0,0,0.09030353,1
35,Pisaster_Evasterias,0.9899064,2.027426,9.753192,0.5905644,0.2078731,0,1.197326,0,0,0.8301004,1
