parameter,value
"Total consumption",6794.674
"Sum of all exports",1144.462
"Sum of all respiratory flows",2451.263
"Sum of all flows into detritus",3919.822
"Total system throughput",14310.22
"Sum of all production",5255.463
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006451603
"Calculated total net primary production",3539.616
"Total primary production/total respiration",1.443997
"Net system production",1088.353
"Total primary production/total biomass",8.16573
"Total biomass/total throughput",0.03029108
"Total biomass (excluding detritus)",433.472
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2005614
"Total market value",2.14144
"Total shadow value",0.06896773
"Total value",2.210408
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4972564
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.026712
