parameter,value
"Total consumption",6769.505
"Sum of all exports",1105.544
"Sum of all respiratory flows",2437.135
"Sum of all flows into detritus",3825.379
"Total system throughput",14137.56
"Sum of all production",5202.005
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006547893
"Calculated total net primary production",3487.563
"Total primary production/total respiration",1.43101
"Net system production",1050.429
"Total primary production/total biomass",8.094051
"Total biomass/total throughput",0.03047766
"Total biomass (excluding detritus)",430.8798
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001012
"Total market value",2.14144
"Total shadow value",0.07224213
"Total value",2.213682
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5005306
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.036958
