parameter,value
"Total consumption",6845.066
"Sum of all exports",1102.577
"Sum of all respiratory flows",2482.089
"Sum of all flows into detritus",3870.369
"Total system throughput",14300.1
"Sum of all production",5244.86
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006469229
"Calculated total net primary production",3529.971
"Total primary production/total respiration",1.422178
"Net system production",1047.882
"Total primary production/total biomass",8.20193
"Total biomass/total throughput",0.0300965
"Total biomass (excluding detritus)",430.383
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001787
"Total market value",2.14144
"Total shadow value",0.07073675
"Total value",2.212177
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4990252
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.032738
