parameter,value
"Total consumption",6745.269
"Sum of all exports",1075.611
"Sum of all respiratory flows",2420.956
"Sum of all flows into detritus",3780.261
"Total system throughput",14022.1
"Sum of all production",5159.474
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006635966
"Calculated total net primary production",3441.276
"Total primary production/total respiration",1.421453
"Net system production",1020.32
"Total primary production/total biomass",7.996511
"Total biomass/total throughput",0.03069065
"Total biomass (excluding detritus)",430.3472
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000709
"Total market value",2.14144
"Total shadow value",0.06958721
"Total value",2.211027
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4978758
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.028788
