Data,Month,Year,FIB index,Total catch,Kemptons Q,TL of catch,FCI,Catch PPR,Catch detritus required,Loss of production (relative),Psust,SOI,Ascendency on flow
378,6,2020,1.214466095,2.404358864,0.971566856,2.536401033,13.70872593,1.740334988,5.046230316,2.518019915,0.181071892,0.185415447,24.85899925
379,7,2020,1.179951429,1.459900141,0.973760664,2.765618324,12.49722385,1.890658021,4.841090679,2.222158432,0.329138994,0.18112056,24.90844154
380,8,2020,1.173371196,1.265007138,0.974582016,2.873420477,12.41345978,1.909653783,4.941148758,1.97317934,0.429902434,0.180123225,25.100811
381,9,2020,1.173278093,1.365305066,0.975107908,2.836385727,11.43541813,2.261528969,5.254466534,1.864496231,0.465760469,0.177011251,25.15340042
382,10,2020,1.211511374,2.074552774,0.974538684,2.649362087,11.92752647,2.282520294,5.451321602,1.862132072,0.466501713,0.177915782,25.3969841
383,11,2020,1.287869334,3.714938879,0.974095106,2.494180202,11.81918526,2.492571115,5.823070526,2.004392385,0.418806046,0.177808806,25.40123367
384,12,2020,1.328232884,4.819954872,0.973365963,2.438959122,11.70606327,2.838258505,6.317288399,2.169816971,0.35267061,0.177612334,25.37433243
385,1,2021,1.360794067,5.705666542,0.972535729,2.404733896,11.65353775,3.10734725,6.706093788,2.3573668,0.263574094,0.177685574,25.37200737
386,2,2021,1.386226773,6.394309521,0.97163707,2.383708,11.97640228,3.12678194,6.919306278,2.530975342,0.174442112,0.178799167,25.42445374
387,3,2021,1.402437806,6.775199413,0.970338941,2.376905441,13.39025879,2.58245492,6.713243484,2.588402033,0.145478442,0.18288058,25.45568085
388,4,2021,1.384628534,6.95223093,0.971390307,2.340488672,10.27576637,4.190395355,7.267690659,2.696479082,0.094240665,0.174397707,25.06970024
389,5,2021,1.302569985,4.608621597,0.969546437,2.405416727,12.50560665,2.525501966,6.852924347,2.793299198,0.054227114,0.179769188,25.68607521
390,6,2021,1.410721302,7.280235767,0.970036507,2.349189281,12.34663582,3.123910904,7.08604908,2.916419744,0.014851158,0.180154175,25.43117905
391,7,2021,1.369228601,6.348722458,0.970008492,2.360638857,12.21286297,2.99717474,6.973928928,2.924518824,0.012789127,0.179605231,25.28732872
392,8,2021,1.34622097,5.909628868,0.970280111,2.357831001,11.14663601,3.405984163,7.167160511,3.003771067,-0.003643759,0.176497132,25.18210793
393,9,2021,1.337346554,5.593785286,0.969564259,2.365119696,11.23433495,3.335860729,7.339384079,3.163934946,-0.015932441,0.176363006,25.35733032
394,10,2021,1.396646976,6.955730915,0.968947172,2.347211599,11.57817459,3.535629034,7.617190838,3.373725653,-0.000757968,0.177334428,25.49356842
395,11,2021,1.43448627,7.846400738,0.968415201,2.338574409,12.05552387,3.510895252,7.729183197,3.532737017,0.005584343,0.178815901,25.5557785
396,12,2021,1.439068913,8.047104836,0.968336523,2.331030369,11.94952106,3.608045101,7.775483608,3.632810593,-0.014255354,0.178915605,25.41304016
397,1,2022,1.418086529,7.530029774,0.968251944,2.332043648,11.81408787,3.559974194,7.746413708,3.71981883,-0.061844774,0.178779989,25.35037231
398,2,2022,1.411067963,7.216073036,0.967780471,2.33831811,12.61165714,3.090584517,7.488852501,3.752753496,-0.09027303,0.181174025,25.49703789
399,3,2022,1.410739779,7.135850906,0.967738986,2.340332031,13.30518723,2.736067295,7.117526054,3.652555943,-0.022056507,0.183563098,25.4119854
400,4,2022,1.372310042,6.07948494,0.968111753,2.355450392,13.76194763,2.316095352,6.573732376,3.42725563,0.004033036,0.185263202,25.26250458
401,5,2022,1.309791088,4.492165565,0.970421195,2.382313013,12.29451275,2.44348073,6.295534611,3.230690002,-0.013687998,0.181429356,25.00382042
402,6,2022,1.266402483,3.211647272,0.971433818,2.439790249,11.91648197,2.440832853,6.049042225,3.133974552,-0.015664123,0.179556087,25.15524101
403,7,2022,1.260492563,3.046064377,0.971778691,2.465717316,12.12614727,2.339865446,6.055422306,3.087587357,-0.01347504,0.180006042,25.30779076
404,8,2022,1.298101068,4.105980873,0.972054183,2.424953699,12.37833595,2.443173647,6.179883003,3.068239212,-0.011890463,0.180618271,25.38352203
405,9,2022,1.317690849,4.648603916,0.972478867,2.409490585,12.03863525,2.691581488,6.356626987,3.066982746,-0.011773524,0.179741383,25.3076992
406,10,2022,1.31913662,4.664655685,0.972303987,2.415161848,12.40009403,2.569806814,6.363385677,3.067733526,-0.0118436,0.180731192,25.38307953
407,11,2022,1.335023999,5.134059429,0.972687125,2.395573378,11.71037102,2.96321559,6.586853981,3.101918221,-0.014390266,0.179009333,25.26073456
408,12,2022,1.326238275,4.891078472,0.972352982,2.404461622,11.69695377,2.944488525,6.712866783,3.174080372,-0.015832622,0.178753644,25.34053993
409,1,2023,1.360424876,5.671983242,0.972028077,2.385215044,11.78907299,3.103281736,6.927436352,3.279926777,-0.010023514,0.179016635,25.40412331
410,2,2023,1.385352135,6.20746994,0.971471131,2.377646446,12.49631119,2.910220623,6.935956478,3.337604761,-0.004442524,0.18099238,25.51202011
411,3,2023,1.3985852,6.286754131,0.969319224,2.389225483,15.15311813,1.960934401,6.337734699,3.154646635,-0.015940843,0.188124195,25.14875412
412,4,2023,1.351855636,5.633059978,0.972195923,2.370736361,12.85981846,2.486194849,6.102940083,2.893135548,0.021160997,0.18351008,24.94062996
413,5,2023,1.243060708,2.50142169,0.97239995,2.530101299,13.39267349,1.873407125,5.366408825,2.650387287,0.115419403,0.18372789,25.09609032
414,6,2023,1.222936511,1.88109839,0.971881568,2.646289349,14.76162338,1.447799444,4.820803165,2.319433212,0.282547057,0.187645316,25.18642044
415,7,2023,1.204443216,1.517263293,0.97268343,2.765109777,14.8111124,1.312283039,4.413409233,1.922819734,0.447000504,0.188240096,24.95284462
416,8,2023,1.186151624,1.153896928,0.974142075,2.957214594,14.55762768,1.26681006,4.207563877,1.480478883,0.594548225,0.187180623,24.82965851
417,9,2023,1.169982553,0.920241475,0.976750076,3.172157526,12.97309589,1.527514935,4.295880795,1.044509768,0.940686524,0.18208912,24.77895355
418,10,2023,1.162245274,0.807137311,0.977938414,3.333310366,11.06603909,2.049871683,4.91601181,0.734111607,1.469765425,0.174972191,24.94700813
419,11,2023,1.174950957,1.093419671,0.977206409,3.069973469,11.32798672,2.097061157,5.423621178,0.700739741,1.542294025,0.175017044,25.26830864
420,12,2023,1.287007093,3.011471272,0.976390481,2.57383585,11.49536896,2.351380587,5.685595036,0.767425716,1.400189757,0.175513983,25.43914413
421,1,2024,1.370459676,5.098380566,0.975317717,2.455248594,11.54693508,2.900153637,6.403151512,0.957847178,1.061204076,0.175843686,25.4499855
422,2,2024,1.420918465,6.693586349,0.974110782,2.397921085,11.82612801,3.254679203,7.018879414,1.131192088,0.84013623,0.177013874,25.45272255
423,3,2024,1.439744592,7.42735815,0.972488225,2.376603365,13.24407196,2.757217884,6.980324268,1.204024553,0.769816458,0.181296796,25.40442467
424,4,2024,1.4204216,7.478591442,0.971894979,2.35432744,13.43261909,2.617225885,6.684370518,1.282130957,0.707164109,0.182665467,25.16609573
425,5,2024,1.344427347,5.968541145,0.972202778,2.360299587,12.65526867,2.543671608,6.396065712,1.213046432,0.761936963,0.180684119,24.91945267
426,6,2024,1.282281756,4.44822073,0.972196758,2.392139196,12.5828476,2.170953035,6.13574934,1.06298697,0.917627752,0.179903731,24.95551872
427,7,2024,1.268837571,4.193964005,0.972724378,2.392216921,11.44300365,2.497782946,6.287077904,0.989296019,1.015072942,0.176061004,24.97570419
428,8,2024,1.270257354,4.084526062,0.972001493,2.41023469,12.24090004,2.219180584,6.258849621,0.992662191,1.010298729,0.177504957,25.23836708
429,9,2024,1.336374998,5.456161499,0.97099334,2.387172461,13.79571533,2.008385897,6.129803658,0.988771856,1.015819192,0.181611478,25.27502632
430,10,2024,1.32962656,5.673796654,0.972296774,2.36483717,12.18876076,2.560343742,6.226796627,0.983689249,1.023094893,0.17787005,24.96021461
431,11,2024,1.252693534,3.898869514,0.972188652,2.425154209,11.60646248,2.328989744,6.20083189,0.996800005,1.004472852,0.175679937,25.01236916
432,12,2024,1.277177215,4.415438175,0.97174561,2.403533459,11.50295353,2.505359888,6.409778118,1.045543551,0.93937242,0.175443605,25.17006493
433,1,2025,1.334134579,5.684227943,0.971125305,2.375888348,11.50557327,2.912811756,6.811932087,1.147221446,0.823599696,0.175433651,25.27525902
434,2,2025,1.379742026,6.876522064,0.970404923,2.348418951,10.6103878,3.785699844,7.480901241,1.296069145,0.697236001,0.172956824,25.2481823
435,3,2025,1.415449619,7.646268368,0.969053924,2.344234467,11.3664856,3.638573647,7.79366827,1.480374336,0.594594061,0.175104097,25.50618553
436,4,2025,1.482806563,9.594841957,0.968409657,2.315212727,10.67556763,4.616504669,8.336679459,1.917968035,0.448600024,0.173553452,25.38238144
437,5,2025,1.492998242,10.07940865,0.966829598,2.305386782,10.06091785,5.32596302,8.959114075,2.376294613,0.25398308,0.171719298,25.39543152
438,6,2025,1.541518688,11.3287468,0.965130508,2.300403118,10.60698128,5.273518562,9.357590675,2.915474176,0.01509637,0.173438713,25.63736916
439,7,2025,1.597182035,12.98947334,0.964047611,2.290645361,11.05309677,5.339177608,9.634899139,3.433663845,0.004496071,0.175099105,25.72891808
440,8,2025,1.59877634,13.11770821,0.962911248,2.287744999,12.09942913,4.614004612,9.392793655,3.757792711,-0.095223524,0.178367987,25.77881813
441,9,2025,1.568560839,12.78509903,0.963331878,2.270568848,11.06759739,5.268075943,9.491033554,3.975946903,-0.523711622,0.176266819,25.37425613
442,10,2025,1.510397673,11.05514622,0.962870717,2.270042896,10.88360023,5.027183056,9.513267517,4.249815464,-2.090611935,0.175697312,25.40105247
443,11,2025,1.521968484,11.21545029,0.962366045,2.272415876,11.42004395,4.721155643,9.464419365,4.508512974,-5.578539371,0.177415535,25.58109283
444,12,2025,1.538937211,11.56898022,0.962317824,2.273551941,11.78312969,4.573285103,9.36777401,4.651721001,-8.858385086,0.178856477,25.60916901
445,1,2026,1.525197983,11.03016567,0.962577283,2.273980856,12.04598904,4.283987522,9.126494408,4.71434021,-10.69602489,0.180039838,25.55031204
446,2,2026,1.503084421,10.23568726,0.963200092,2.27647686,12.16977692,4.024492741,8.83609581,4.703475952,-10.35744953,0.180756941,25.46266937
447,3,2026,1.478790998,9.335503578,0.964039385,2.281798601,12.31056404,3.731429815,8.498332024,4.649825096,-8.806911469,0.181434229,25.41433334
448,4,2026,1.456544757,8.574568748,0.965365589,2.286057949,11.96786118,3.721720219,8.29692173,4.592765331,-7.364058495,0.180735976,25.32394981
449,5,2026,1.433238983,7.887482166,0.966704249,2.28498745,10.44817638,4.481412888,8.656460762,4.685632706,-9.819730759,0.176191911,25.26072311
450,6,2026,1.436311722,7.936255932,0.965238273,2.280166149,8.713175774,6.174016476,9.966349602,5.152295589,-33.6042099,0.170115352,25.39952087
451,7,2026,1.525451541,10.33593273,0.962856591,2.285104275,9.160344124,6.908658981,11.28631115,6.034662724,-189.9106445,0.17149505,25.82948494
452,8,2026,1.708337307,15.28220844,0.961860061,2.29122138,10.59962559,6.786426067,12.06827831,6.807542324,-606.2216187,0.176055953,26.3008213
453,9,2026,1.766136289,17.66914177,0.961794019,2.277687311,10.66801167,7.256953239,12.51550102,7.09571743,-884.0045776,0.177050531,26.0124855
454,10,2026,1.732514143,16.61715889,0.960815847,2.27536273,11.7361002,6.063882351,12.00994778,7.195707798,-1001.876953,0.180568203,26.02852058
455,11,2026,1.692368984,15.57774734,0.960827291,2.268268347,12.28212452,5.36292696,11.24803829,7.015218735,-797.6148071,0.183029339,25.84983444
456,12,2026,1.623313189,13.26413631,0.96175462,2.265171289,12.32353878,4.829359531,10.43637943,6.742911339,-555.0314331,0.183608577,25.61211205
457,1,2027,1.567255855,11.04312611,0.963310421,2.26866293,12.25778103,4.36993742,9.700565338,6.513510227,-401.0351563,0.183323711,25.47726059
458,2,2027,1.536185861,9.649220467,0.964681804,2.279961348,12.76617813,3.775259733,8.901286125,6.25591135,-271.7000732,0.184358433,25.54780769
459,3,2027,1.509361029,8.591564178,0.967280865,2.286028385,11.92312908,3.961392879,8.485918999,5.956202984,-166.2716675,0.181984022,25.33987999
460,4,2027,1.484604359,7.578789711,0.969156921,2.293585539,10.64055443,4.572527409,8.585690498,5.919821739,-156.1549988,0.177604333,25.34036636
461,5,2027,1.487770081,7.407771111,0.969141901,2.300998688,9.874034882,5.261298656,9.206112862,6.203993797,-250.3236084,0.174911678,25.49871826
462,6,2027,1.540102005,9.019454002,0.967900634,2.299678087,9.52508831,6.287415028,10.36044121,6.72010994,-537.8416138,0.173682496,25.69628906
463,7,2027,1.653690696,12.01964569,0.966579258,2.311976194,11.79745197,5.157948494,10.52443218,7.169923306,-970.3134766,0.180034265,26.23967552
464,8,2027,1.711938977,14.31534195,0.967371225,2.295175314,11.70183754,5.626829624,10.7250824,7.040896416,-824.381897,0.181062728,25.88847351
465,9,2027,1.661892533,12.23570061,0.966441333,2.305358887,13.22883987,4.206516743,9.866382599,6.777336121,-581.8358154,0.18552202,25.74912834
466,10,2027,1.619577765,10.9708271,0.967588425,2.301145792,13.16863441,3.894911766,9.112870216,6.302474976,-292.1182556,0.186649933,25.54147911
467,11,2027,1.550341368,8.296660423,0.969331324,2.314851284,12.85730839,3.482272863,8.349017143,5.923570156,-157.173584,0.185726613,25.34993935
468,12,2027,1.507627249,6.727078438,0.971351624,2.330861807,12.45850277,3.362600327,7.765672207,5.628097534,-91.72755432,0.184230551,25.30208969
469,1,2028,1.478484631,5.561201096,0.972987354,2.354568481,12.22060204,3.336337805,7.356916904,5.3885355,-56.69540787,0.183022335,25.34841537
470,2,2028,1.458420038,4.994520664,0.974501073,2.367489815,10.3948946,4.334713936,7.65360117,5.308221817,-47.74299622,0.177032739,25.29605865
471,3,2028,1.459118605,4.765254498,0.973920226,2.392575502,11.1109848,3.922283649,7.757997513,5.50719595,-72.35372162,0.178287625,25.66483688
472,4,2028,1.533972144,7.591989994,0.973766029,2.348882914,10.27960968,5.107784271,8.688660622,5.706975937,-106.4871292,0.175858006,25.59863663
473,5,2028,1.575859547,8.635009766,0.972591579,2.352529049,11.48848343,4.53473711,8.920783043,5.955729008,-166.1364441,0.178942829,25.97332191
474,6,2028,1.632681012,10.4770813,0.972162783,2.337367535,12.38675976,4.272938251,8.930135727,5.92482996,-157.5171051,0.182006121,25.9109993
475,7,2028,1.611151218,9.867062569,0.972093582,2.334353924,12.71849728,3.916620493,8.537825584,5.669715881,-99.29263306,0.183487639,25.65978241
476,8,2028,1.561249614,8.221431732,0.972892284,2.338019371,12.07155418,3.902065754,8.167468071,5.432148457,-62.0952034,0.18206732,25.37748528
477,9,2028,1.523854256,6.418644905,0.972458303,2.366553783,13.26165581,2.957578182,7.413313389,5.205516815,-37.98815155,0.184998006,25.60497284
478,10,2028,1.507491708,6.056352139,0.974464893,2.364204884,11.90083599,3.45935297,7.211758137,4.912135601,-18.54858017,0.18151319,25.23573875
479,11,2028,1.476733804,4.515860081,0.974812865,2.412367582,12.26613998,3.136999846,6.73699379,4.763958454,-12.35488892,0.181512862,25.42623901
480,12,2028,1.473348141,4.498167515,0.975524664,2.420813799,12.1157856,3.166811466,6.606274128,4.589130878,-7.278862,0.181064233,25.40695381
481,1,2029,1.469951391,4.432846546,0.975955546,2.432526588,12.09378052,3.165112495,6.48231554,4.440651894,-4.402163029,0.180575252,25.4371891
482,2,2029,1.472452402,4.571774483,0.976139426,2.435814381,12.31834507,3.069412708,6.357961655,4.29920578,-2.567679167,0.180985704,25.48523331
483,3,2029,1.472022772,4.704116821,0.976677775,2.432138205,11.70029545,3.383849382,6.451644421,4.194272518,-1.637895584,0.17919977,25.37419891
484,4,2029,1.46986866,4.436612129,0.975700557,2.456521511,13.34540462,2.636353254,6.21866703,4.066907883,-0.878309429,0.183343992,25.69944191
485,5,2029,1.48320663,5.132421494,0.976495385,2.425263882,13.15156937,2.736129522,6.185219288,3.817317724,-0.167448044,0.183590397,25.38655853
486,6,2029,1.434334159,3.410823584,0.976746857,2.511382818,13.49657917,2.431859493,5.772770882,3.511992216,0.006585399,0.184351951,25.33012199
487,7,2029,1.40908289,2.463264227,0.976989925,2.607110023,14.10527515,2.304304838,5.316413403,3.147930861,-0.015896263,0.186001375,25.29157448
488,8,2029,1.385391712,1.796572089,0.978983939,2.754210949,12.98865509,2.585585594,5.185637474,2.771798611,0.062508546,0.182803079,25.05917358
489,9,2029,1.373657823,1.476747274,0.980184138,2.895051479,12.72943974,2.720171452,5.290746689,2.431143522,0.225868255,0.1810444,25.15021133
490,10,2029,1.363371491,1.343309045,0.981178284,2.976354599,11.95335293,3.071596861,5.55860424,2.161631107,0.356241494,0.178387865,25.1731987
491,11,2029,1.368957996,1.703150272,0.981217682,2.835852861,11.92575073,3.216989994,5.842763424,1.976652861,0.428687394,0.177621379,25.32232094
492,12,2029,1.393568873,2.504465342,0.980970204,2.653860807,11.7627697,3.476015091,6.137011051,1.921100378,0.447568208,0.176902875,25.38695145
493,1,2030,1.414317727,3.34545064,0.980196297,2.578428984,11.73873329,3.244848251,6.484482765,1.939009547,0.441604912,0.176646948,25.4276371
494,2,2030,1.443567157,4.458596706,0.979236007,2.497248411,12.38268185,3.077486515,6.836884975,1.977000117,0.428565651,0.178397924,25.52720642
495,3,2030,1.458612084,5.426343918,0.978641927,2.433305025,9.957986832,4.855205536,7.834958553,2.12057662,0.373686016,0.171221226,25.21522713
496,4,2030,1.4422822,4.777132034,0.976573765,2.471118212,11.43661594,3.808485746,8.026067734,2.263551712,0.309727103,0.174896255,25.7015152
497,5,2030,1.545511961,8.030035973,0.976072669,2.379584551,11.17628956,4.612674713,8.658658028,2.602240801,0.138638228,0.174555287,25.57771873
498,6,2030,1.543507814,8.318609238,0.974795222,2.364686012,10.26109028,5.49835062,9.327360153,2.897552013,0.019921098,0.171630383,25.42354393
499,7,2030,1.561424017,8.639388084,0.97266233,2.370319605,12.40924358,4.042841434,9.031685829,3.139302015,-0.015775237,0.177309051,25.85384369
500,8,2030,1.592195392,9.965924263,0.972352147,2.343239069,12.85582733,3.908575296,8.760080338,3.22974658,-0.013743749,0.17933856,25.60206223
501,9,2030,1.519936681,8.232300758,0.973257065,2.335828781,10.60545731,5.05364418,8.995204926,3.264110088,-0.011347442,0.173107773,25.16814613
502,10,2030,1.468968987,6.158940315,0.971991956,2.368270636,11.41972256,4.111161709,8.812786102,3.376924276,-0.000439984,0.174802199,25.5015583
503,11,2030,1.511493802,7.62712574,0.971556485,2.350697517,12.05985165,4.009117603,8.769350052,3.485064983,0.006770872,0.176845655,25.64202118
504,12,2030,1.516197801,7.810514927,0.971670866,2.34739542,12.08461285,3.997437954,8.65829277,3.4944067,0.006834764,0.177067965,25.50406265
