parameter,value
"Total consumption",6807.238
"Sum of all exports",1167.051
"Sum of all respiratory flows",2474.67
"Sum of all flows into detritus",3938.974
"Total system throughput",14387.93
"Sum of all production",5286.065
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.00063676
"Calculated total net primary production",3586.311
"Total primary production/total respiration",1.449208
"Net system production",1111.641
"Total primary production/total biomass",8.30367
"Total biomass/total throughput",0.03001784
"Total biomass (excluding detritus)",431.8947
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.1999763
"Total market value",2.14144
"Total shadow value",0.07143785
"Total value",2.212878
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4997264
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.032382
