parameter,value
"Total consumption",6720.31
"Sum of all exports",1105.438
"Sum of all respiratory flows",2408.24
"Sum of all flows into detritus",3802.652
"Total system throughput",14036.64
"Sum of all production",5173.823
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006600987
"Calculated total net primary production",3459.512
"Total primary production/total respiration",1.436531
"Net system production",1051.272
"Total primary production/total biomass",8.10143
"Total biomass/total throughput",0.03042215
"Total biomass (excluding detritus)",427.0248
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.200437
"Total market value",2.14144
"Total shadow value",0.06878439
"Total value",2.210224
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4970731
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.033935
