GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.001011272,0.05140456,6.232101,0,0.008248352,0,0,0,0,0.05140456,1
2,Salmon_sharks,0.2229932,0.1007219,5.983784,0.5108043,0.01683247,0.05144916,0,0,0,0.0492727,0.4891957
3,Resident_orca,0.01498187,0.05031362,8.965688,0,0.005611797,0,0,0,0,0.05031362,1
4,Sleeper_sharks,0.1077174,0.06815661,3.63762,0,0.0187366,0,0,0,0,0.06815661,1
5,Halibut,0.6778732,0.318945,1.676846,0.252115,0.1902052,0.02529164,0.05511919,0,0,0.2385342,0.9207022
6,Pinnipeds,0.07059651,0.05945468,25.30411,0.8620574,0.002349605,0.009345746,0.0419076,0,0,0.008201334,0.8428089
7,Porpoise,0.01489753,0.1521361,29.2798,0.9555935,0.005195939,0.000270375,0.1451099,0,0,0.006755836,0.9982228
8,Lingcod,0.07640299,0.5790799,3.391124,0.8504598,0.1707634,0.02079042,0.4716938,0,0,0.08659575,0.9640975
9,Arrowtooth_L,3.872031,0.2548358,1.430699,0.1345151,0.1781197,0.0003770352,0.03390223,0,0,0.2205565,0.9985205
10,Salmon_L,3.419778,1.550591,11.53705,0.6755484,0.1344011,0.5437546,0.5037449,0,0,0.5030918,0.6493244
11,Pacific_cod,0.3016642,1.180785,4.01505,0.6873289,0.2940896,0.2199542,0.5916331,0,0,0.3691972,0.813722
12,Sablefish,0.4748206,0.5694371,6.400302,0.8655441,0.08897035,0.039405,0.4534679,0,0,0.07656416,0.9308001
13,Arrowtooth_S,0.237031,0.2130326,3.235246,0.9793233,0.06584743,0,0.2086278,0,0,0.004404805,1
14,Spiny_dogfish,0.1602843,0.08947882,3.055156,0.7548651,0.02928781,0,0.06754443,0,0,0.02193439,1
15,Avian_raptors,0.003403354,0.04897426,36.58016,0,0.00133882,0,0,0,0,0.04897426,1
16,Octopods,0.1599134,3.00904,11.91108,0.936922,0.2526252,0.001445078,2.817791,0,0,0.1898044,0.9995198
17,Seabirds,0.02179936,0.1720201,150.2239,0.6956797,0.001145092,0,0.1196709,0,0,0.05234922,1
