parameter,value
"Total consumption",6787.003
"Sum of all exports",1124.944
"Sum of all respiratory flows",2431.722
"Sum of all flows into detritus",3908.863
"Total system throughput",14252.53
"Sum of all production",5230.944
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006522585
"Calculated total net primary production",3501.096
"Total primary production/total respiration",1.43976
"Net system production",1069.374
"Total primary production/total biomass",8.133637
"Total biomass/total throughput",0.03020141
"Total biomass (excluding detritus)",430.4465
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001872
"Total market value",2.14144
"Total shadow value",0.07572904
"Total value",2.217169
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5040177
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.03271
