GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009910405,0.04821505,6.133707,0,0.00786067,0,0,0,0,0.04821505,1
2,Salmon_sharks,0.2238721,0.1018787,6.208217,0.5030212,0.0164103,0.05124716,0,0,0,0.05063156,0.4969788
3,Resident_orca,0.01522785,0.04967209,8.848566,0,0.005613575,0,0,0,0,0.04967209,1
4,Sleeper_sharks,0.1103549,0.07156309,3.669773,0,0.01950069,0,0,0,0,0.07156309,1
5,Halibut,0.6828387,0.3226212,1.758845,0.2424114,0.1834279,0.02510772,0.05309933,0,0,0.2444142,0.9221759
6,Pinnipeds,0.07091653,0.06010402,25.02546,0.8242701,0.002401715,0.009303572,0.04023838,0,0,0.01056208,0.8452088
7,Porpoise,0.01488518,0.1518464,29.50168,0.924279,0.005147041,0.0002705994,0.1400778,0,0,0.01149796,0.9982179
8,Lingcod,0.07558531,0.5747979,3.355901,0.8500839,0.1712797,0.02101533,0.4676111,0,0,0.08617146,0.9634387
9,Arrowtooth_L,3.778965,0.2554812,1.428507,0.1420965,0.1788449,0.0003863206,0.03591668,0,0,0.2191782,0.9984879
10,Salmon_L,3.332275,1.534975,11.91481,0.709454,0.1288291,0.5580332,0.5309609,0,0,0.4459808,0.6364546
11,Pacific_cod,0.3048916,1.16944,3.951067,0.691318,0.2959808,0.2176258,0.5908291,0,0,0.360985,0.813906
12,Sablefish,0.4645478,0.5689601,6.513628,0.9081101,0.08734919,0.04027638,0.4764021,0,0,0.05228167,0.9292105
13,Arrowtooth_S,0.2335887,0.2204605,3.232531,0.9253967,0.0682006,0,0.2040134,0,0,0.01644709,1
14,Spiny_dogfish,0.1599636,0.08803499,2.971627,0.8007621,0.02962518,0,0.07049508,0,0,0.01753991,1
15,Avian_raptors,0.003249328,0.04980406,35.84643,0,0.001389373,0,0,0,0,0.04980406,1
16,Octopods,0.1482436,3.144969,11.70742,0.9410613,0.2686304,0.001558836,2.95805,0,0,0.1853604,0.9995043
17,Seabirds,0.02175524,0.1776752,150.0296,0.6318837,0.001184268,0,0.1122701,0,0,0.06540515,1
18,Deep_demersals,1.01703,1.009968,3.137628,0.8980552,0.3218891,0.002656632,0.9043507,0,0,0.102961,0.9973696
19,Pollock_L,5.082829,1.29092,2.655066,0.5411043,0.48621,0.03205774,0.6664644,0,0,0.5923975,0.9751667
20,Rockfish,1.038537,0.305135,3.420446,0.7593252,0.08920912,0.01320033,0.2184963,0,0,0.07343829,0.9567394
21,Baleen_whales,0.14964,0.04943633,11.07985,0.0782655,0.004461822,0,0.003869159,0,0,0.04556717,1
22,Salmon_fry_S,0.7795768,2.195594,27.18767,0.1710792,0.08075697,0,0.3756204,0,0,1.819973,1
23,Nshore_demersal,4.291321,0.9982847,4.289462,0.763731,0.2327296,3.744538E-05,0.7623836,0,0,0.2358637,0.9999625
24,Squids,3.070698,2.970625,14.76009,0.9152123,0.2012607,3.816868E-05,2.718714,0,0,0.2518723,0.9999871
25,Eulachon,1.094689,2.488153,18.53736,0.6703653,0.1342237,0.0001193521,1.667852,0,0,0.8201817,0.999952
26,Sea_otters,0.04193699,0.1276151,116.1626,0.005442393,0.001098591,4.233113E-06,0.0006902986,0,0,0.1269206,0.9999668
27,Deep_epibenthos,29.84145,3.002006,10.01497,0.9416991,0.2997518,0.0001566547,2.82683,0,0,0.1750197,0.9999478
28,Capelin,0.4514167,3.675672,17.96389,0.5053477,0.2046145,0.0001421988,1.85735,0,0,1.818179,0.9999613
29,Herring_L,2.936161,0.4004294,3.426148,0.9367734,0.1168745,0.0003592144,0.3747524,0,0,0.02531778,0.999103
30,Pollock_S,0.6431922,2.427315,7.526766,0.3430918,0.3224911,0,0.8327919,0,0,1.594523,1
31,Invert_eat_seaduck,0.0002774958,0.1990276,152.2181,0.7249676,0.001307516,0,0.1442885,0,0,0.05473904,1
32,Oystercatchers,0.0003102312,0.3007775,151.8278,0.8738103,0.001981044,0,0.2628225,0,0,0.03795503,1
33,Sandlance,0.5852522,1.965538,17.79463,0.7603296,0.1104568,0,1.494457,0,0,0.4710813,1
34,Sunflower_stars,0.3747456,1.979056,10.1718,0.9576219,0.1945629,0,1.895187,0,0,0.08386867,1
35,Pisaster_Evasterias,1.011563,1.99712,9.978365,0.5931959,0.200145,0,1.184683,0,0,0.8124365,1
36,Leather_stars,1.003921,2.00416,9.948727,0.5471878,0.2014489,0,1.096652,0,0,0.907508,1
37,Cucumbers,0.5503252,0.5735185,3.326855,0.7570246,0.1723906,1.364648E-07,0.4341674,0,0,0.1393509,0.9999998
38,Urchins,0.6281733,0.5999011,2.816203,0.7241527,0.2130177,3.08832E-07,0.4344197,0,0,0.1654811,0.9999995
39,Helmet_crab,0.8226947,1.997485,10.04341,0.8961421,0.1988851,0,1.79003,0,0,0.2074547,1
40,Herring_S,1.984924,1.454954,7.956326,0.7705019,0.1828675,0,1.121045,0,0,0.3339092,1
41,Jellies,6.5468,5.10658,28.95508,0.05247635,0.1763621,0,0.2679747,0,0,4.838605,1
42,Deep_infauna_S,49.07149,3.004361,22.57395,0.9116602,0.1330898,0,2.738956,0,0,0.2654047,1
