parameter,value
"Total consumption",6777.049
"Sum of all exports",1145.337
"Sum of all respiratory flows",2409.261
"Sum of all flows into detritus",3895.226
"Total system throughput",14226.87
"Sum of all production",5246.643
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006525891
"Calculated total net primary production",3499.322
"Total primary production/total respiration",1.452446
"Net system production",1090.061
"Total primary production/total biomass",8.083565
"Total biomass/total throughput",0.03042787
"Total biomass (excluding detritus)",432.8934
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2002204
"Total market value",2.14144
"Total shadow value",0.07268208
"Total value",2.214122
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5009707
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034062
