GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.000984346,0.05196283,6.026881,0,0.008621844,0,0,0,0,0.05196283,1
2,Salmon_sharks,0.2264198,0.09767482,5.909099,0.5187675,0.01652956,0.05067052,0,0,0,0.0470043,0.4812325
3,Resident_orca,0.01477697,0.04969192,8.558736,0,0.005805988,0,0,0,0,0.04969192,1
4,Sleeper_sharks,0.1102802,0.07001806,3.702218,0,0.01891246,0,0,0,0,0.07001806,1
5,Halibut,0.686169,0.3126682,1.722205,0.2532827,0.1815511,0.02498586,0.05420759,0,0,0.2334748,0.9200883
6,Pinnipeds,0.07289571,0.05996141,25.12185,0.7880943,0.002386824,0.009050973,0.03820428,0,0,0.01270617,0.8490534
7,Porpoise,0.01446914,0.146902,29.22151,0.9592626,0.005027187,0.00027838,0.1406392,0,0,0.005984403,0.998105
8,Lingcod,0.07689105,0.6062055,3.155691,0.792302,0.1920991,0.02065845,0.4596394,0,0,0.1259077,0.9659217
9,Arrowtooth_L,3.898644,0.2584267,1.430387,0.1369455,0.1806691,0.0003744614,0.0350159,0,0,0.2230363,0.998551
10,Salmon_L,3.403205,1.566062,11.60884,0.6728913,0.1349026,0.5464026,0.5073869,0,0,0.5122726,0.6510978
11,Pacific_cod,0.2954762,1.186219,4.013559,0.6975254,0.295553,0.2245605,0.6028577,0,0,0.3588013,0.8106923
12,Sablefish,0.4870753,0.5595669,6.323037,0.8560132,0.08849654,0.03841358,0.4405831,0,0,0.08057023,0.9313512
13,Arrowtooth_S,0.2447863,0.217079,3.227478,0.9100388,0.06725962,0,0.1975503,0,0,0.01952868,1
14,Spiny_dogfish,0.1581495,0.08994429,3.039414,0.7631453,0.02959264,0,0.06864056,0,0,0.02130372,1
15,Avian_raptors,0.003287504,0.04973513,35.85471,0,0.00138713,0,0,0,0,0.04973513,1
16,Octopods,0.1541048,3.091734,11.80945,0.9494353,0.2618017,0.001499547,2.933902,0,0,0.1563326,0.999515
17,Seabirds,0.02155543,0.1694795,150.3657,0.6760212,0.001127115,0,0.1145717,0,0,0.05490776,1
18,Deep_demersals,0.9792104,1.02013,3.258487,0.9301292,0.3130687,0.002759238,0.9460939,0,0,0.07127736,0.9972952
19,Pollock_L,5.117703,1.269994,2.720756,0.5554684,0.4667799,0.03183929,0.6736023,0,0,0.5645525,0.9749296
20,Rockfish,1.014388,0.2984829,3.446265,0.7917505,0.08661056,0.01351459,0.2228094,0,0,0.06215892,0.9547224
21,Baleen_whales,0.1490861,0.050725,11.10887,0.074719,0.00456617,0,0.003790122,0,0,0.04693488,1
22,Salmon_fry_S,0.838631,2.25259,26.44953,0.1555541,0.0851656,0,0.3503995,0,0,1.90219,1
23,Nshore_demersal,4.171011,0.9932836,4.287656,0.791776,0.2316612,3.852548E-05,0.7864196,0,0,0.2068255,0.9999612
24,Squids,2.894343,3.09478,14.9081,0.9139919,0.2075905,4.049433E-05,2.828563,0,0,0.266176,0.9999869
25,Eulachon,1.095354,2.447385,17.53086,0.6970773,0.1396044,0.0001192796,1.705897,0,0,0.7413684,0.9999512
26,Sea_otters,0.04167153,0.1298669,118.7845,0.005253426,0.001093298,4.260079E-06,0.0006779861,0,0,0.1291846,0.9999672
27,Deep_epibenthos,29.76801,3.048933,9.749995,0.9066234,0.3127112,0.0001570411,2.764077,0,0,0.2846989,0.9999485
28,Capelin,0.4567799,3.539481,17.84797,0.5321628,0.1983128,0.0001405292,1.883439,0,0,1.655901,0.9999603
29,Herring_L,3.094334,0.3944768,3.346129,0.9120181,0.1178905,0.0003408524,0.3594291,0,0,0.03470681,0.9991359
30,Pollock_S,0.5946748,2.26167,7.671001,0.4083079,0.2948337,0,0.9234579,0,0,1.338212,1
31,Invert_eat_seaduck,0.0002789893,0.2014995,147.1673,0.6951087,0.001369187,0,0.1400641,0,0,0.06143544,1
32,Oystercatchers,0.0003043105,0.2906174,151.3161,0.9330015,0.001920598,0,0.2711465,0,0,0.01947095,1
33,Sandlance,0.5823599,1.913934,17.87857,0.7958281,0.1070519,0,1.523162,0,0,0.3907715,1
34,Sunflower_stars,0.3676447,2.006414,10.13698,0.9631011,0.1979302,0,1.93238,0,0,0.07403438,1
35,Pisaster_Evasterias,0.9973394,1.964177,9.869083,0.6129897,0.1990233,0,1.204021,0,0,0.7601569,1
36,Leather_stars,1.002295,1.912919,9.862321,0.5746694,0.1939623,0,1.099296,0,0,0.8136229,1
37,Cucumbers,0.5183583,0.6010805,3.366297,0.752775,0.1785584,1.448805E-07,0.4524782,0,0,0.1486021,0.9999998
38,Urchins,0.6089308,0.6108615,2.761685,0.7428738,0.2211916,3.185912E-07,0.4537927,0,0,0.1570685,0.9999995
39,Helmet_crab,0.8394048,1.950218,9.707226,0.9031714,0.2009038,0,1.761381,0,0,0.188837,1
40,Herring_S,2.113943,1.479529,7.836774,0.7215682,0.1887931,0,1.067581,0,0,0.4119479,1
41,Jellies,6.490993,4.983244,29.80448,0.05646855,0.1671978,0,0.2813966,0,0,4.701848,1
42,Deep_infauna_S,49.11464,2.923481,23.23027,0.9273019,0.1258479,0,2.71095,0,0,0.2125316,1
43,Zoopl_near_onmiv,0.1082635,8.030421,25.80681,0.67082,0.3111745,0,5.386967,0,0,2.643454,1
44,Zoop_omniv,25.20829,11.76308,21.80053,0.8117617,0.5395778,0,9.54882,0,0,2.214262,1
45,Shallow_infauna_S,50.20299,3.766947,23.3418,0.931182,0.161382,0,3.507713,0,0,0.2592339,1
46,Meiofauna,4.416911,4.414325,22.47476,0.9589784,0.1964126,0,4.233242,0,0,0.1810826,1
47,Deep_infauna_L,28.08493,0.5930423,22.52906,0.9310979,0.02632343,0,0.5521805,0,0,0.04086184,1
48,Snail_crust_S,19.50151,2.31357,10.1619,0.9599404,0.2276711,8.277719E-07,2.220888,0,0,0.0926806,0.9999996
49,Mussels,8.865211,2.30607,9.817486,0.3762741,0.2348941,4.513282E-07,0.8677139,0,0,1.438355,0.9999998
50,Barnacles,8.949337,2.315913,9.960137,0.3278444,0.2325182,0,0.7592589,0,0,1.556654,1
51,Shallow_infauna_clams,12.5504,0.6076126,22.99994,0.6089486,0.02641801,3.951479E-05,0.3699653,0,0,0.2376078,0.999935
52,Zoopl_near_herb,2.462247,27.38344,89.16198,0.7963234,0.3071201,0,21.80607,0,0,5.577367,1
53,Zoopl_herb,30.2541,23.81833,51.64472,0.6842942,0.4611958,0,16.29874,0,0,7.519584,1
54,Phyto_near,5.562585,193.5353,0,0.9388326,-9999,0,181.6972,0,0,11.83805,1
55,Phyto_off,11.11167,187.287,0,0.9574982,-9999,0,179.327,0,0,7.960037,1
56,Fucus,24.7431,4.08077,0,0.02029287,-9999,0,0.08281054,0,0,3.99796,1
57,Subtidal_kelps,24.18212,3.999606,0,0.1968195,-9999,0,0.7872005,0,0,3.212406,1
58,Macroalgae_other,24.83909,4.049726,0,0.2829401,-9999,0,1.14583,0,0,2.903896,1
59,Eelgrass,24.28231,4.028941,0,0,-9999,0,0,0,0,4.028941,1
60,Nekton_falls,2,-9999,-9999,0.7560685,-9999,0,0,0,-1.25,-2439.071,1
61,Inshore_detritus,19.52,-9999,-9999,0.7093088,-9999,0,0,0,-0.2459016,-2906.621,1
62,Offshore_detritus,114.48,-9999,-9999,0.5754341,-9999,0,0,0,-0.04192872,-4245.234,1
