parameter,value
"Total consumption",6769.858
"Sum of all exports",1165.028
"Sum of all respiratory flows",2429.788
"Sum of all flows into detritus",3912.041
"Total system throughput",14276.71
"Sum of all production",5262.668
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.000645255
"Calculated total net primary production",3539.096
"Total primary production/total respiration",1.456545
"Net system production",1109.308
"Total primary production/total biomass",8.22998
"Total biomass/total throughput",0.03012072
"Total biomass (excluding detritus)",430.0249
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.200305
"Total market value",2.14144
"Total shadow value",0.07142903
"Total value",2.212869
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4997176
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.037446
