parameter,value
"Total consumption",6814.362
"Sum of all exports",1142.717
"Sum of all respiratory flows",2461.957
"Sum of all flows into detritus",3876.466
"Total system throughput",14295.5
"Sum of all production",5267.271
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006432733
"Calculated total net primary production",3549.999
"Total primary production/total respiration",1.441942
"Net system production",1088.042
"Total primary production/total biomass",8.227474
"Total biomass/total throughput",0.03018299
"Total biomass (excluding detritus)",431.481
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2006059
"Total market value",2.14144
"Total shadow value",0.07029398
"Total value",2.211734
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4985825
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.03436
