GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009892546,0.04993108,6.149634,0,0.008119358,0,0,0,0,0.04993108,1
2,Salmon_sharks,0.2206901,0.1015544,6.17124,0.5119035,0.01645608,0.05198606,0,0,0,0.04956836,0.4880965
3,Resident_orca,0.01512033,0.05037255,8.892649,0,0.005664516,0,0,0,0,0.05037255,1
4,Sleeper_sharks,0.109851,0.06903251,3.634882,0,0.01899168,0,0,0,0,0.06903251,1
5,Halibut,0.6855834,0.3234639,1.703442,0.2463932,0.1898884,0.02500721,0.05469212,0,0,0.2437646,0.9226893
6,Pinnipeds,0.07279214,0.05994739,26.1726,0.8056461,0.002290463,0.009063849,0.03923253,0,0,0.01165101,0.8488033
7,Porpoise,0.01507287,0.1485351,28.84645,0.933853,0.005149164,0.0002672297,0.1384427,0,0,0.009825156,0.9982009
8,Lingcod,0.07633024,0.5578752,3.385133,0.8828598,0.1648016,0.02081023,0.4717154,0,0,0.06534963,0.9626973
9,Arrowtooth_L,3.900171,0.2521844,1.458549,0.137501,0.1729009,0.0003743149,0.0343013,0,0,0.2175088,0.9985157
10,Salmon_L,3.460212,1.522201,11.29641,0.6884578,0.1347509,0.5374006,0.5105707,0,0,0.47423,0.6469583
11,Pacific_cod,0.2990062,1.214149,4.071289,0.68245,0.2982223,0.2219094,0.6066867,0,0,0.3855531,0.8172305
12,Sablefish,0.4795988,0.5603173,6.621049,0.885837,0.08462666,0.03901241,0.4573374,0,0,0.06396749,0.9303744
13,Arrowtooth_S,0.23557,0.2172131,3.30745,0.964582,0.0656739,0,0.2095199,0,0,0.007693262,1
14,Spiny_dogfish,0.1630419,0.08946493,2.987966,0.7575591,0.02994175,0,0.06777497,0,0,0.02168996,1
15,Avian_raptors,0.003388807,0.04996922,36.21582,0,0.001379762,0,0,0,0,0.04996922,1
16,Octopods,0.1604523,3.068758,11.74668,0.9340073,0.2612447,0.001440225,2.864802,0,0,0.2025155,0.9995307
17,Seabirds,0.02220783,0.1744221,151.4748,0.6636041,0.001151492,0,0.1157472,0,0,0.05867486,1
