parameter,value
"Total consumption",6836.074
"Sum of all exports",1203.228
"Sum of all respiratory flows",2450.063
"Sum of all flows into detritus",3999.164
"Total system throughput",14488.53
"Sum of all production",5341.246
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006345829
"Calculated total net primary production",3598.615
"Total primary production/total respiration",1.468784
"Net system production",1148.552
"Total primary production/total biomass",8.327247
"Total biomass/total throughput",0.029827
"Total biomass (excluding detritus)",432.1494
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2002231
"Total market value",2.14144
"Total shadow value",0.07370081
"Total value",2.215141
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5019895
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034901
