GroupNo,Group,B,PB,QB,EE,GE,FishMort,PredMort,BioAccum,NetMig,OtherMort,NatMort
1,Transient_orca,0.0009886115,0.05023319,6.123369,0,0.00820352,0,0,0,0,0.05023319,1
2,Salmon_sharks,0.2217176,0.1007829,5.634093,0.5134318,0.01788805,0.05174515,0,0,0,0.04903777,0.4865682
3,Resident_orca,0.01499433,0.05106181,8.691354,0,0.005875012,0,0,0,0,0.05106181,1
4,Sleeper_sharks,0.1108899,0.07158274,3.50059,0,0.02044877,0,0,0,0,0.07158274,1
5,Halibut,0.6666801,0.3150189,1.764893,0.2548774,0.1784918,0.02571627,0.05457494,0,0,0.2347277,0.918366
6,Pinnipeds,0.07174585,0.06066293,25.92002,0.8045266,0.002340389,0.009196031,0.0396089,0,0,0.01185799,0.8484077
7,Porpoise,0.01518823,0.1571113,28.81663,0.8718705,0.005452104,0.0002652001,0.1367155,0,0,0.02013059,0.998312
8,Lingcod,0.0762836,0.5830141,3.414147,0.8334185,0.1707642,0.02082296,0.4650718,0,0,0.09711934,0.9642839
9,Arrowtooth_L,3.897882,0.259985,1.479136,0.1294043,0.1757681,0.0003745347,0.03326865,0,0,0.2263418,0.9985594
10,Salmon_L,3.493989,1.552506,11.69367,0.6508657,0.1327647,0.5322055,0.4782678,0,0,0.5420333,0.657196
11,Pacific_cod,0.3087349,1.232553,4.011446,0.6474903,0.307259,0.2149167,0.5831493,0,0,0.4344868,0.8256329
12,Sablefish,0.4865026,0.5734581,6.409125,0.8112456,0.08947525,0.0384588,0.4267565,0,0,0.1082427,0.9329353
13,Arrowtooth_S,0.247458,0.2190176,3.334438,0.8994579,0.06568351,0,0.1969971,0,0,0.0220205,1
14,Spiny_dogfish,0.1580593,0.08768847,3.097425,0.7312651,0.02831012,0,0.06412352,0,0,0.02356495,1
15,Avian_raptors,0.003371648,0.04985913,37.41039,0,0.001332762,0,0,0,0,0.04985913,1
16,Octopods,0.1536278,3.112439,11.88379,0.9646074,0.2619062,0.001504202,3.000777,0,0,0.1101574,0.9995167
17,Seabirds,0.02197117,0.1664713,150.8872,0.7217756,0.001103283,0,0.1201549,0,0,0.04631637,1
18,Deep_demersals,1.011343,1.005748,3.155166,0.928795,0.3187623,0.002671571,0.931462,0,0,0.0716143,0.9973437
19,Pollock_L,4.98926,1.268008,2.672444,0.5824862,0.474475,0.03265895,0.7059381,0,0,0.5294108,0.9742439
20,Rockfish,1.058487,0.2990655,3.530409,0.7479478,0.08471129,0.01295154,0.2107339,0,0,0.07538013,0.9566933
21,Baleen_whales,0.1487717,0.05032967,10.7728,0.07700546,0.00467192,0,0.003875659,0,0,0.04645401,1
22,Salmon_fry_S,0.8452169,2.240289,26.68308,0.1562804,0.08395918,0,0.3501132,0,0,1.890176,1
23,Nshore_demersal,4.243677,0.9985926,4.197088,0.7864001,0.2379251,3.786579E-05,0.7852553,0,0,0.2132993,0.9999621
24,Squids,3.022367,2.965168,15.34667,0.9307033,0.1932124,3.877904E-05,2.759653,0,0,0.2054764,0.9999869
25,Eulachon,1.083528,2.47839,18.19765,0.7036101,0.1361929,0.0001205814,1.743699,0,0,0.7345698,0.9999514
26,Sea_otters,0.04108188,0.1290307,116.8679,0.005472159,0.001104073,4.321224E-06,0.0007017551,0,0,0.1283246,0.9999665
27,Deep_epibenthos,30.36228,2.854503,9.75819,0.9660939,0.2925238,0.0001539674,2.757564,0,0,0.09678508,0.9999461
28,Capelin,0.4495472,3.524316,18.27846,0.5534149,0.1928125,0.0001427901,1.950266,0,0,1.573907,0.9999595
29,Herring_L,3.014434,0.3992151,3.404562,0.9410933,0.1172589,0.000349887,0.3753487,0,0,0.02351643,0.9991236
30,Pollock_S,0.5871201,2.311424,7.566216,0.4180502,0.3054928,0,0.9662913,0,0,1.345133,1
31,Invert_eat_seaduck,0.0002647685,0.1999122,152.6151,0.7533283,0.001309911,0,0.1505995,0,0,0.04931268,1
32,Oystercatchers,0.0003093717,0.302415,150.038,0.9437549,0.002015589,0,0.2854056,0,0,0.01700937,1
33,Sandlance,0.5855635,2.015469,18.32283,0.7521768,0.1099977,0,1.515989,0,0,0.49948,1
34,Sunflower_stars,0.3668767,1.994888,10.18241,0.9601949,0.195915,0,1.915481,0,0,0.07940673,1
35,Pisaster_Evasterias,1.003802,2.014062,9.980722,0.5829378,0.2017952,0,1.174073,0,0,0.8399891,1
36,Leather_stars,1.028117,2.001158,10.0891,0.5261494,0.1983486,0,1.052908,0,0,0.9482501,1
37,Cucumbers,0.5291138,0.6131068,3.358428,0.7437389,0.1825577,1.419354E-07,0.4559913,0,0,0.1571154,0.9999998
38,Urchins,0.6073623,0.5838163,2.85958,0.7605387,0.2041616,3.194139E-07,0.4440145,0,0,0.1398014,0.9999995
39,Helmet_crab,0.805922,2.008849,10.01228,0.8948013,0.2006384,0,1.797521,0,0,0.2113283,1
40,Herring_S,2.002831,1.444636,7.888703,0.7867917,0.1831272,0,1.136628,0,0,0.3080083,1
41,Jellies,6.39501,4.885764,29.69859,0.05887318,0.1645117,0,0.2876404,0,0,4.598123,1
42,Deep_infauna_S,49.21689,3.018254,22.99848,0.9061086,0.1312371,0,2.734866,0,0,0.2833881,1
43,Zoopl_near_onmiv,0.1065065,8.452269,26.52095,0.6514662,0.3187016,0,5.506367,0,0,2.945901,1
44,Zoop_omniv,25.5293,12.22041,22.02538,0.7780238,0.5548329,0,9.507767,0,0,2.71264,1
45,Shallow_infauna_S,51.57503,3.721332,22.92899,0.9259328,0.1622981,0,3.445703,0,0,0.2756287,1
46,Meiofauna,4.464984,4.457038,22.42685,0.9530263,0.1987367,0,4.247674,0,0,0.2093636,1
47,Deep_infauna_L,28.13848,0.617128,22.74228,0.9096333,0.02713571,0,0.5613601,0,0,0.05576779,1
48,Snail_crust_S,19.02849,2.28371,9.847692,0.9965224,0.2319031,8.483488E-07,2.275768,0,0,0.007941906,0.9999996
49,Mussels,8.587615,2.31594,9.821896,0.3842348,0.2357936,4.659175E-07,0.8898644,0,0,1.426076,0.9999998
50,Barnacles,8.948896,2.332745,10.07006,0.3244472,0.2316516,0,0.7568526,0,0,1.575893,1
51,Shallow_infauna_clams,12.58457,0.601679,23.47818,0.6032908,0.02562715,3.940749E-05,0.362948,0,0,0.2386916,0.9999345
52,Zoopl_near_herb,2.41927,27.4471,89.89403,0.8009651,0.3053272,0,21.98417,0,0,5.462929,1
53,Zoopl_herb,30.22388,23.55988,49.40257,0.693361,0.4768958,0,16.3355,0,0,7.224377,1
54,Phyto_near,5.525779,187.9616,0,0.9772223,-9999,0,183.6803,0,0,4.281328,1
55,Phyto_off,10.4196,196.1021,0,0.9457816,-9999,0,185.4697,0,0,10.63234,1
