parameter,value
"Total consumption",6812.329
"Sum of all exports",1194.067
"Sum of all respiratory flows",2443.298
"Sum of all flows into detritus",3979.478
"Total system throughput",14429.17
"Sum of all production",5316.806
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006372869
"Calculated total net primary production",3583.346
"Total primary production/total respiration",1.466602
"Net system production",1140.048
"Total primary production/total biomass",8.274538
"Total biomass/total throughput",0.0300126
"Total biomass (excluding detritus)",433.0569
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2003086
"Total market value",2.14144
"Total shadow value",0.07305959
"Total value",2.214499
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5013481
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.029044
