parameter,value
"Total consumption",6714.057
"Sum of all exports",1124.569
"Sum of all respiratory flows",2397.128
"Sum of all flows into detritus",3820.096
"Total system throughput",14055.85
"Sum of all production",5186.656
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006588775
"Calculated total net primary production",3465.924
"Total primary production/total respiration",1.445865
"Net system production",1068.796
"Total primary production/total biomass",8.086268
"Total biomass/total throughput",0.03049395
"Total biomass (excluding detritus)",428.6185
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.20028
"Total market value",2.14144
"Total shadow value",0.07208411
"Total value",2.213524
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5003728
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.035661
