parameter,value
"Total consumption",6845.92
"Sum of all exports",1090.841
"Sum of all respiratory flows",2462.553
"Sum of all flows into detritus",3880.517
"Total system throughput",14279.83
"Sum of all production",5234.187
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006527522
"Calculated total net primary production",3498.448
"Total primary production/total respiration",1.420659
"Net system production",1035.895
"Total primary production/total biomass",8.047544
"Total biomass/total throughput",0.03044311
"Total biomass (excluding detritus)",434.7224
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2002397
"Total market value",2.14144
"Total shadow value",0.0738909
"Total value",2.215331
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5021795
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.028005
