parameter,value
"Total consumption",6648.06
"Sum of all exports",1124.986
"Sum of all respiratory flows",2378.522
"Sum of all flows into detritus",3797.195
"Total system throughput",13948.76
"Sum of all production",5146.789
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006624007
"Calculated total net primary production",3447.49
"Total primary production/total respiration",1.449425
"Net system production",1068.967
"Total primary production/total biomass",8.060416
"Total biomass/total throughput",0.03066266
"Total biomass (excluding detritus)",427.7061
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2004254
"Total market value",2.14144
"Total shadow value",0.07229096
"Total value",2.213731
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5005795
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.037018
