parameter,value
"Total consumption",6639.828
"Sum of all exports",1122.276
"Sum of all respiratory flows",2361.861
"Sum of all flows into detritus",3788.208
"Total system throughput",13912.17
"Sum of all production",5141.053
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.000666066
"Calculated total net primary production",3428.518
"Total primary production/total respiration",1.451617
"Net system production",1066.657
"Total primary production/total biomass",8.010848
"Total biomass/total throughput",0.03076331
"Total biomass (excluding detritus)",427.9844
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.1998802
"Total market value",2.14144
"Total shadow value",0.07041003
"Total value",2.21185
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4986986
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034287
