parameter,value
"Total consumption",6735.461
"Sum of all exports",1154.28
"Sum of all respiratory flows",2408.743
"Sum of all flows into detritus",3916.886
"Total system throughput",14215.37
"Sum of all production",5230.654
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006510373
"Calculated total net primary production",3507.663
"Total primary production/total respiration",1.456221
"Net system production",1098.919
"Total primary production/total biomass",8.150341
"Total biomass/total throughput",0.03027498
"Total biomass (excluding detritus)",430.3701
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2000691
"Total market value",2.14144
"Total shadow value",0.072115
"Total value",2.213555
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5004035
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.03279
