parameter,value
"Total consumption",6795.3
"Sum of all exports",1104.906
"Sum of all respiratory flows",2453.851
"Sum of all flows into detritus",3894.769
"Total system throughput",14248.83
"Sum of all production",5217.531
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006515429
"Calculated total net primary production",3504.941
"Total primary production/total respiration",1.428343
"Net system production",1051.09
"Total primary production/total biomass",8.147196
"Total biomass/total throughput",0.03019211
"Total biomass (excluding detritus)",430.2021
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.1998905
"Total market value",2.14144
"Total shadow value",0.07180887
"Total value",2.213249
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.5000974
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.029493
