parameter,value
"Total consumption",6682.43
"Sum of all exports",1078.246
"Sum of all respiratory flows",2390.716
"Sum of all flows into detritus",3783.059
"Total system throughput",13934.45
"Sum of all production",5121.395
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.0006690982
"Calculated total net primary production",3412.981
"Total primary production/total respiration",1.427598
"Net system production",1022.265
"Total primary production/total biomass",8.013474
"Total biomass/total throughput",0.03056491
"Total biomass (excluding detritus)",425.9053
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2002527
"Total market value",2.14144
"Total shadow value",0.06744762
"Total value",2.208888
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4957362
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.034367
