parameter,value
"Total consumption",6750.733
"Sum of all exports",1115.342
"Sum of all respiratory flows",2408.234
"Sum of all flows into detritus",3850.85
"Total system throughput",14125.16
"Sum of all production",5200.493
"Mean trophic level of the catch",4.086669
"Gross efficiency (catch/net p.p.)",0.000658498
"Calculated total net primary production",3467.921
"Total primary production/total respiration",1.440027
"Net system production",1059.688
"Total primary production/total biomass",8.048909
"Total biomass/total throughput",0.03050274
"Total biomass (excluding detritus)",430.8561
"Total catch",2.283619
"Connectance index",0.1270115
"System omnivory index",0.2001684
"Total market value",2.14144
"Total shadow value",0.07047486
"Total value",2.211915
"Total fixed cost",0
"Total variable cost",1.713151
"Total cost",1.713151
"Total profit",0.4987634
Pedigree,0.5863454
"Measure of fit, t*",5.464786
Diversity,3.030921
